classification_key,short_title,year,city,language,author_or_editor,publisher,format,volumes,ustc_id,notes,has_diagrams,primary_classes,secondary_classes,unknown_classes,primary_count,secondary_count,unknown_count,Architecture,Arithmetic,Astronomy,Cartography,Commercial Mathematics,Construction,Cosmography,Geography,Gnomonics & Horology,Instrument Construction,Instrument Use,Mechanics,Military Engineering,Music Theory,Navigation,Perspective,Practical Geometry,Surveying,Theoretical Mathematics,Trigonometry
Arnhem_1620,,1620,Arnhem,LATIN,Juan Alfonso de Molina,Nicolaas Jansz,,,,,True,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Augsburg_1555,"Das sibend, acht und neünt büch des hochberümbten mathematici Euclidis Megarensis",1555,Augsburg,GERMAN,Johannes Scheubel,Valentin Ottmar,4,1,,,,Arithmetic | Theoretical Mathematics,,,2,0,0,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
B80KIT,Prattica del parallelogrammo da disegnare del P. Christoforo Scheiner ... di nuouo data in luce da Giulio Troili ...,1653,Bologna,ITALIAN,"Christoph Scheiner, Giulio Troili",Giacomo Monti,4,1,1731005,,,Practical Geometry,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated
B9OW5O,"Künstlicher und zierlicher newer vor nie gesehener funfftzig perspectifischer stueck oder boden aus rechtem grundt und arth des circkels, winckelmaß unnd richtscheit, mit rechter schattierung tag und nachts",1583,Vienna,GERMAN,Georg Hass,Stephan Creutzer,2,1,669590,,False,Perspective | Practical Geometry,Architecture,,2,1,0,secondary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,primary,unrelated,unrelated,unrelated
BCYM68,"La Perspective curieuse, ou Magie artificielle des effets merveilleux de l'optique, par la vision directe, la catoptrique, par la réflexion des miroirs plats, cylindriques et coniques, la dioptrique, par la réfraction des crystaux... par le P. F. Jean-Fra",1638,Paris,FRENCH,Jean François Niceron,Pierre Billaine,2,1,6031278,,,Perspective,Instrument Use | Practical Geometry,,1,2,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,secondary,unrelated,unrelated,unrelated,unrelated,primary,secondary,unrelated,unrelated,unrelated
BFI81M,"Della architettura libri due ne' quali con nuova simmetria, & facoltà si mostrano le giuste regole dei cinque ordini di detta architettura, & osservationi de' piu eccellenti architetti",1629,Padua,ITALIAN,Giuseppe Viola Zanini,Francesco Bolzetta,,1,4007830,,,Architecture,Construction | Perspective,Astronomy | Practical Geometry | Theoretical Mathematics,1,2,3,primary,unrelated,unknown,unrelated,unrelated,secondary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,secondary,unknown,unrelated,unknown,unrelated
BKH4JK,Operum mathematicorum Johannes Wallisi,1656,Oxford,LATIN,John Wallis,"Leonard Lichfield, Thomas Robinson",4,1,3071409,,True,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
BQ96WF,"Anfangsgründe der Arithmetik, Geometrie, ebenen und sphärischen Trigonometrie und Perspectiv",1758,Göttingen,GERMAN,Abraham Gotthelf Kästner,Vandenhoeck,,1,,,,Arithmetic | Perspective | Theoretical Mathematics | Trigonometry,,,4,0,0,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,primary,primary
Bamberg_1677,,1677,Bamberg,LATIN,Gaspar Schott,Joh. Martini Schönwetteri,2,1,,,,Theoretical Mathematics,Mechanics,,1,1,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,secondary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Barcelona_1698,[Libro primero- sexto) de los elementos geometricos,1698,Barcelona,SPANISH,Francisco Larrando de Mauleón,Tomás Loriente,,,5056679,,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Basel_1533,ΕΥΚΛΕΙΔΟΥ ΣΤΟΙΧΕΙΩΝ. Euclidis Elementa.,1533,Basel,"GREEK, LATIN",Simon Grynaeus,Johann Herwagen,2,1,,,,,Theoretical Mathematics,,0,1,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,secondary,unrelated
Basel_1537,Euclidis Megarensis mathematici clarissimi elementorum geometricorum libri XV,1537,Basel,LATIN,Christian Herlin,Johann Herwagen,2,1,,,,Theoretical Mathematics,Astronomy,,1,1,0,unrelated,unrelated,secondary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Basel_1546a,,1546,Basel,"DUTCH, LATIN",,Henrichum Petrum,2,,,,,Arithmetic | Music Theory,,,2,0,0,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
Basel_1546b,,1546,Basel,LATIN,Philipp Melanchthon,Johann Herwagen,,,,,,Theoretical Mathematics,,Astronomy | Cartography | Cosmography | Geography | Mechanics,1,0,5,unrelated,unrelated,unknown,unknown,unrelated,unrelated,unknown,unknown,unrelated,unrelated,unrelated,unknown,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Basel_1550,Euclidis Megarensis philosophi et mathematici excellentissimi sex libri priores de geometricis principiis,1550,Basel,LATIN,Johannes Scheubel,Johann Herwagen,2,1,,"Author's name also written ""Johann Scheybl"".",,Theoretical Mathematics,,Arithmetic,1,0,1,unrelated,unknown,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Basel_1562,"Die sechs ersten Bücher Euclidis, vom Anfang oder Grund der Geometrie",1562,Basel,GERMAN,Wilhelm Xylander,,2,1,,,,Theoretical Mathematics,Arithmetic | Practical Geometry,,1,2,0,unrelated,secondary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,secondary,unrelated,primary,unrelated
Basel_1570,,1570,Basel,"DUTCH, LATIN",,Henricpetra,2,,,,,Arithmetic | Music Theory | Theoretical Mathematics,,Practical Geometry,3,0,1,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unknown,unrelated,primary,unrelated
Beaulieu-1,,1676,Paris,FRENCH,Jean de Beaulieu,Charles de Sercy,,,,,,Military Engineering | Practical Geometry | Surveying,Architecture | Arithmetic | Construction | Theoretical Mathematics,,3,4,0,secondary,secondary,unrelated,unrelated,unrelated,secondary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated,primary,primary,secondary,unrelated
Beijing_1607,,1607,Beijing,CHINESE,"Xu Guangqi, Matteo Ricci",,,1,,https://www.google.com/books/edition/%E5%B9%BE%E4%BD%95%E5%8E%9F%E6%9C%AC/EtcM0QEACAAJ,,,,,0,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
Beijing_1629,,1629,Beijing,CHINESE,"Xu Guangqi, Matteo Ricci, Li Zhizao",,,1,-,,,Theoretical Mathematics,,Astronomy,1,0,1,unrelated,unrelated,unknown,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Berlin_1824,EUCLIDIS ELEMENTORUM LIBRI SEX PRIORES  ,1824,Berlin,"GREEK, LATIN","Johann Wilhelm von Camerer, Karl Friedrich Hauber",G. Reimer,8,1,,,,,,Theoretical Mathematics,0,0,1,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unknown,unrelated
Bologna_1620,I primi sei libri de gl’Elementi d’Euclide ridotti alla Prattica,1620,Bologna,ITALIAN,Pietro Antonio Cataldi,Cochi,,1,,,False,Practical Geometry,Arithmetic | Astronomy | Mechanics,,1,3,0,unrelated,secondary,secondary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,secondary,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated
Bologna_1629a,,1629,Bologna,LATIN,Ovidio Montalbani,Clement Ferroni,,,,,False,,,Practical Geometry | Theoretical Mathematics,0,0,2,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unknown,unrelated,unknown,unrelated
Bologna_1651,,1651,Bologna,ITALIAN,Giovanni Ricci,Gio. Batt. Ferroni,8,1,-,italiana without dot,,,,,0,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
Bologna_1651a,De gli Elementi di Euclide li primi sei Libri,1651,Bologna,ITALIAN,Giovanni Ricci,Giuseppe Longhi,8,1,-,italiana without dot,,,,,0,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
Bologna_1663,Euclide rinnovato ovvero gli antichi elementi della geometria,1663,Bologna,ITALIAN,Giovanni Alfonso Borelli,,,1,,,True,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Bologna_1684,,1684,Bologna,LATIN,D. Joanni Franciso Polo,Iosephi Longi,8,1,,,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Bologna_1686,,1686,Bologna,ITALIAN,Giovanni Ricci,Giuseppe Longhi,8,1,,,,,,,0,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
Bologna_1693,,1693,Bologna,LATIN,Geminiano Rondelli,Longus,,,,,,,,,0,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
Brussels_1688,,1688,Brussels,SPANISH,Sebastián Fernández de Medrano,Lamberto Marchant,8,1,-,,,Theoretical Mathematics,,Practical Geometry,1,0,1,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unknown,unrelated,primary,unrelated
Brussels_1689,"Elementos geometricos de Euclides, los seis primeros libros de los planos; y los onzeno, y dozeno de los solidos: con algunos selectos theoremas de Archimedes. Traducidos, y explicados por el P. Jacobo Kresa de la Compañia de Jesus, cathedratico de mathem",1689,Brussels,SPANISH,Jacobo Kresa,Francisco Foppens,4,1,1554692,,,Theoretical Mathematics,,Mechanics,1,0,1,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unknown,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Brussels_1701,,1701,Brussels,SPANISH,Sebastián Fernández de Medrano,Lamberto Marchant,8,1,-,,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
C8SLYQ,"EYn schön nützlich büchlin und underweisung der kunst des messens, mit dem Zirckel, Richtscheidt oder linial. Zu nutz allen kunstliebhabern, fürnemlich den Malern, Bildhawern, Goldschmiden, Seidenstickern, Steynmetzen, schreinern, auch allen denen, so sich der kunst des Augenmes <Perspectiva zu Latin gnant> zugebrauchen lust Haben. Dariñ Man auch solche kunst leichter, Dañ aus etzlichen hieuor Getruckten büchern, Begreiffen uñ lernen Mag, mit vil schönen Darzu dienenden figuren.",1531,Simmern,GERMAN,,Hieronymus Rodler,2,1,2215506,,True,Perspective | Practical Geometry,Architecture,,2,1,0,secondary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,primary,unrelated,unrelated,unrelated
CG8KPH,"Invention nouvelle et briève pour reduire en perspective, par le moien du quarré, toutes sortes de plans, et corps, comme édifices, meubles, etc.",1648,La Flèche,FRENCH,René Gaultier de Maignannes,Georges Griveau,2,1,6804732,,,Perspective,Architecture | Instrument Use | Practical Geometry,,1,3,0,secondary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,secondary,unrelated,unrelated,unrelated,unrelated,primary,secondary,unrelated,unrelated,unrelated
CYFAY3,"De sculptura. Ubi agitur de symetriis. De lineamentis. De physiognomonia. De perspectiua. De chimiae. De ectyposi. De celatura, eiusque speciebus. Praeterea de caeteris speciebus statuariae. De plastice. De proplastice. De paradigmatice. De tomiae. De colaptice. De claris sculptoribus. Ac plerisque aliis rebus scitu dignissimis",1504,Florence,LATIN,Pomponio Gaurico,Filippo Giunta,8,1,832061,,,,Perspective,,0,1,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,secondary,unrelated,unrelated,unrelated,unrelated
Cambridge_1655,Euclidis Elementorum Libri XV breviter demonstrati,1655,Cambridge,LATIN,Isaac Barrow,Guilielmi Nealand,6,1,3067707,,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Cambridge_1657,,1657,Cambridge,LATIN,Isaac Barrow,,,,-,,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Cambridge_1665,"Euclidis sex primi Elementorum geometricorum libri, commodiùs demonstrati. A.P. Georg. Fournier è societate Jesu. Accesserunt elementa astronomica, ubi Theodosii Tripolitæ sphæricorum libri tres, & universa triangulorum resolutio demonstrantur per Johannem Baptistam Duhamel, Mathesews Professorem.",1665,Cambridge,LATIN,Georges Fournier,,12,1,3083853,"digital copy exist, but doesn;t contain title page...",,Theoretical Mathematics,Astronomy,Trigonometry,1,1,1,unrelated,unrelated,secondary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unknown
Cambridge_1703,,1703,Cambridge,LATIN,"André Tacquet, William Whiston",Cornelius Crownfield,8,1,,,,,,Practical Geometry,0,0,1,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unknown,unrelated,unrelated,unrelated
Cologne_1556,Euclidis Megarensis mathematici clarissimi elementorum geometricorum liber primus,1556,Cologne,LATIN,Valentin Naboth,Birckmann,8,1,,,,,,,0,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
Cologne_1580,,1580,Cologne,LATIN,"Jean Magnien, Étienne Gracile",Maternus Cholinus,8,1,,,,,,,0,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
Cologne_1591,Euclidis elementorum libri XV; accessit XVI de solidorum regularium cuiuslibet intra quodlibet comparatione,1591,Cologne,LATIN,Christopher Clavius,Giovanni Battista Ciotti,4,1,,"In letter n. 72 in Clavius' correspondence, Jacob Curtz complains that the Cologne edition of Clavius’s Euclides was printed ""infeliciter et plenus omnino mendis excusus est, id me ut primum vidi ex animo male habuit"" (unhappily and full of all manner of errors, when I first saw it, it truly pained me), and recommends using Sartorius in Ingolstadt or the Wechel heirs in Frankfurt for future work in Germany [Source: Clavius, C. 1992. Corrispondenza. Baldini, U. and Napolitani, P.D., Eds. Università di Pisa, Dipartimento di matematica, Pisa., https://echo.mpiwg-berlin.mpg.de/content/mpiwglib/clavius/pdf/clavius_1992_bd_2_1.pdf p. 178]",,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Cologne_1600,Euclidis Elementorum Libri XV,1600,Cologne,LATIN,"Jean Magnien, Étienne Gracile",Gosuinus Cholinus,8,1,,,,,,,0,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
Cologne_1602,,1602,Cologne,LATIN,François de Foix-Candale,Jean di Tournes,2,1,,,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Cologne_1607,,1607,Cologne,LATIN,"Jean Magnien, Étienne Gracile",Goswinus Cholinus,8,1,,,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
