title_page_key,classification_key,is_reprint_nonrepresentative,cluster_key,short_title,year,city,language,author_or_editor,publisher,format,volumes,ustc_id,notes,has_diagrams,primary_classes,secondary_classes,unknown_classes,primary_count,secondary_count,unknown_count,Architecture,Arithmetic,Astronomy,Cartography,Commercial Mathematics,Construction,Cosmography,Geography,Gnomonics & Horology,Instrument Construction,Instrument Use,Mechanics,Military Engineering,Music Theory,Navigation,Perspective,Practical Geometry,Surveying,Theoretical Mathematics,Trigonometry
Lausanne_1683,Lausanne_1683,False,,"Les Élémens d'Euclide, expliquez d'une manière nouvelle …  par le P. Claude-François Milliet-Dechales",1683,Lausanne,FRENCH,Claude-François Milliet Dechales,David Gentil,12,1,6124211,,,,,,0,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
Leiden_1606,Leiden_1606,False,,De ses eerste boucken Euclidis,1606,Leiden,DUTCH,Jan Pietersz Dou,Jan Bouwensz,4,1,,,,Theoretical Mathematics,Practical Geometry,,1,1,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,secondary,unrelated,primary,unrelated
Leiden_1607,Leiden_1607,False,,,1607,Leiden,DUTCH,Jan Pietersz Dou,Ian Iansz. Orlers,4,1,-,,,Practical Geometry,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated
Leiden_1617,Leiden_1617,False,,,1617,Leiden,DUTCH,Frans van Schooten,Govert Basson,12,1,,,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Leiden_1691,Leiden_1692,True,IJTAW0,,1692,Leiden,LATIN,Henrick Coets,Daniel van Gaesbeek,4,1,-,,,,,,0,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
Leiden_1692,Leiden_1692,False,IJTAW0,,1692,Leiden,LATIN,Henrick Coets,Daniel van Gaesbeek,4,1,-,,,,,,0,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
Leiden_and_Amsterdam_1673,Leiden_and_Amsterdam_1673,False,,,1673,"Leiden, Amsterdam",LATIN,Christian Melder,"Daniel, Abraham, and Adriaan van Gaesbeeck",6,1,,,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Leipzig_1549,Leipzig_1549,False,,"Euclidis elementorum geometricorum libri sex, conversi in Latinum sermonem",1549,Leipzig,LATIN,"Joachim Kammermeister, Georg Joachim Rhäticus",Georg Joachim Rhäticus,8,1,654436,,,,,,0,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
Leipzig_1577,Leipzig_1577,False,,EUCLIDIS ELEMENTORUM GEOMETRICORUM LIBRI SEX conuersi in latinum sermonem à Ioach,1577,Leipzig,LATIN,"Joachim Kammermeister, Moritz Valentin Steinmetz",Johannes Steinman,8,1,,,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
London_1570,London_1570,False,,The elements of geometrie of the most ancient philosopher Euclide of Megara,1570,London,ENGLISH,"Henry Billingsley, John Dee",John Daye,2,1,,,,,Mechanics,,0,1,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,secondary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
London_1620,London_1620,False,,ΕΥΚΛΕΙΔΟΥ ΣΤΟΙΧΕΙΩΝ ΒΙΒΛΙΑ ἕγ. ELEMENTORVM EVCLIDIS LIBRI TREDECIM,1620,London,"GREEK, LATIN",Henry Briggs,William Jones,2,1,,,,,,,0,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
London_1651,London_1651,False,,"Euclides Elements of geometry: the first VI books: in a compendious form contracted and demonstrated. By Captain Thomas Rudd, chiefe engineer to his late Majesty. Whereunto is added, the mathematicall preface of Mr. John Dee.",1651,London,ENGLISH,Thomas Rudd,Richard Tomlins and Robert Boydell,4,1,3067003,,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
London_1654,London_1654,False,,,1654,London,LATIN,Georges Fournier,Edwardi Story,12,1,,,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
London_1659,London_1659,False,,"Euclidis Elementorum libri xv. breviter demonstrati, opera Is. Barrow, Cantabrigiensis, Coll. Trin. Soc.",1659,London,LATIN,Isaac Barrow,,8,1,3073895,,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
London_1660,London_1660,False,,,1660,London,ENGLISH,Isaac Barrow,William Nealand,8,1,,,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
London_1661,London_1661,False,,,1661,London,ENGLISH,"John Leeke, George Serle",Richard Tomlins,2,1,,,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
London_1678,London_1685,True,LKF40C,,1685,London,LATIN,Isaac Barrow,Charles Mearne,8,1,,,,,,,0,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
London_1680–81,London_1680–81,False,,"A new systeme of the mathematicks: containing I. Arithmetick, as well natural and decimal, as in species, or the principles of Algebra. II. Practical geometry, together with the first six books of Euclid's Elements, as also the eleventh and twelfth, symbolically demonstrated. III. Trigonometry plain and spherical. IV. Cosmography, or a description of the heavens. V. Navigation, or sailing by a plain or Mercator's chart; as also by the arch of a great circle,",1680/1681,London,ENGLISH,Jonas Moore,Robert Scott,4,2,3102825,"In ustc the author is Moore, Jonas",,Arithmetic | Astronomy | Cartography | Cosmography | Geography | Navigation | Practical Geometry | Theoretical Mathematics | Trigonometry,,,9,0,0,unrelated,primary,primary,primary,unrelated,unrelated,primary,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,primary,unrelated,primary,primary
London_1685,London_1685,False,LKF40C,,1685,London,LATIN,Isaac Barrow,Charles Mearne,8,1,,,,,,,0,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
London_1685a,London_1685a,False,,,1685,London,ENGLISH,"Claude-François Milliet Dechales, Reeve Williams",Philip Lea,12,1,,,,,,Practical Geometry,0,0,1,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unknown,unrelated,unrelated,unrelated
London_1686,London_1686,False,,"Euclid's Elements. The whole fifteen books compendiously demonstrated by Mr. Isaac Barrow, Fellow of Trinity Colledge in Cambridge. And translated out of the Latin.",1686,London,ENGLISH,Isaac Barrow,Christopher Hussey and E. P.,12,1,3107650,,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
London_1687,London_1678,True,LKF40C,EUCLIDIS ELEMENTORUM Libri XV. breviter demonstrati,1678,London,LATIN,Isaac Barrow,J. Redmayne,8,1,,,,,,,0,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
London_1696,London_1696,False,,"The elements of Euclid explain'd, in a new, but most easie method: together with the use of every proposition through all parts of the mathematicks. Written in French, by that excellent mathematician, F. Claud. Francis Milliet de Chales, of the Society of Jesus. Now made English, and a multitude of errors corrected, which had escap'd in the original.",1696,London,ENGLISH,Claude-François Milliet Dechales,M. Gillyflower and W. Freeman,8,1,3130905,,,Theoretical Mathematics,,Practical Geometry,1,0,1,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unknown,unrelated,primary,unrelated
Lyon_1557,Lyon_1557,False,P3Y44J,In Euclidis Elementa geometrica demonstrationum libri sex,1557,Lyon,LATIN,Jacques Peletier,"Jean di Tournes, Guillaume Gazeau",2,1,,,,,,,0,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
Lyon_1645,Lyon_1645,False,,,1645,Lyon,FRENCH,Pierre Le Mardelé,Simon Rigaud,8,1,,,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Lyon_1646,Lyon_1646,False,,,1646,Lyon,FRENCH,Pierre Le Mardelé,Simon Rigaud,8,1,-,,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Lyon_1660,Lyon_1660,False,,,1660,Lyon,LATIN,Claude-François Milliet Dechales,Benedictum Coral,18,1,-,,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Lyon_1672,Lyon_1672,False,,Huict Livres des Elements d’Euclide rendus plus faciles,1672,Lyon,FRENCH,Claude-François Milliet Dechales,Benoist Coral,12,1,,,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Lyon_1674,Lyon_1674,False,,,1674,Lyon,LATIN,Claude-François Milliet Dechales,Anisson,4,3,,,,Architecture | Arithmetic | Construction | Geography | Mechanics | Practical Geometry | Trigonometry,,,7,0,0,primary,primary,unrelated,unrelated,unrelated,primary,unrelated,primary,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,primary
Lyon_1675,Lyon_1675,False,,,1675,Lyon,LATIN,Claude-François Milliet Dechales,,6,1,,,,,,,0,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
Lyon_1690,Lyon_1690,False,,,1690,Lyon,LATIN,"Claude-François Milliet Dechales, Amatus Varcin","Anisson, Jean Possuel, and Claude Rigaud",4,4,-,,,Arithmetic | Theoretical Mathematics | Trigonometry,,,3,0,0,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,primary
Lübeck_and_Frankfurt_1699,Lübeck_and_Frankfurt_1699,False,,"Teutsch-Redender Euclides, oder Acht Bücher Von Denen Anfängen der Mess=Kunst: Auff eine neue und gantz leichte Art, zu Nutzen, allen Generalen, Ingeniern, Natur- und Warheit-Kündigern, Bau-Meistern, Künstlern und Handwerckern in Teutscher Sprach eingerichtet und bewiesen",1699,"Lübeck, Frankfurt",GERMAN,Anton Ernst Burckhard von Pirckenstein,Johann Wiedemeyer,4,1,2683395,,,Practical Geometry,,Surveying,1,0,1,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unknown,unrelated,unrelated
Madrid_1665,Madrid_1665,False,,,1665,Madrid,SPANISH,"Antonio de Nájera, Juan de la Rocha",,2,1,,,,Architecture | Practical Geometry | Theoretical Mathematics,,,3,0,0,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,primary,unrelated
Milan_1671,Milan_1671,False,,,1671,Milan,ITALIAN,Pietro Paolo Caravaggi,Lodouico Monza,12,1,-,,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Naples_1679,Naples_1679,False,,,1679,Naples,LATIN,Leonardo Fioravanti,Cosmi Fioravanti,8,1,,,,,,,0,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
Osnabrück_1676,Osnabrück_1676,False,,,1676,Osnabrück,LATIN,Isaac Barrow,Schwänderum,8,1,,,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Oxford_1685,Oxford_1685,False,,,1685,Oxford,ENGLISH,Claude-François Milliet Dechales,L. Lichfield,4,1,,,,,,,0,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
Oxford_1701,Oxford_1701,False,,"Euclidis elementorum libri priores sex, item undecimus et duodecimus ex versione latina Federici Commandini in usum juventutis academicae",1701,Oxford,LATIN,John Keill,Henry Clements,8,1,-,,,,,,0,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
Oxford_1703,Oxford_1703,False,,"Eukleidou Ta Swzomena, Euclidis quae supersunt omnia",1703,Oxford,"LATIN, GREEK",David Gregory,,2,1,,"Printed at ""Theatro Sheldoniano"". ",,Theoretical Mathematics,Astronomy | Mechanics | Music Theory,,1,3,0,unrelated,unrelated,secondary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,secondary,unrelated,secondary,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Oxford_London_1700,Oxford_London_1700,False,,,1700,"Oxford, London",ENGLISH,Claude-François Milliet Dechales,M. Gillyflower,8,1,-,,,,,,0,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
Padua_1694,Padua_1694,False,,,1694,Padua,LATIN,André Tacquet,,8,1,-,,,Trigonometry,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary
Paris_1516,Paris_1516,False,,Euclidis Megarensis geometricorum elementorum libri XV,1516,Paris,LATIN,Jacques Lefèvre d'Étaples,Henri Estienne,2,1,,,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Paris_1536,Paris_1536,False,511DB1,In sex priores libros geometricorum elementorum Euclidis Megarensis demonstrationes,1536,Paris,"LATIN, GREEK",Oronce Finé,Simon de Colines,2,1,,,,,,,0,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
Paris_1544,Paris_1544,False,NWKWR7,In sex priores libros geometricorum elementorum Euclidis Megarensis demonstrationes,1544,Paris,LATIN,Oronce Finé,Simon de Colines,2,1,,,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Paris_1545,Paris_1545,False,,Elementa mathematica,1545,Paris,LATIN,Pierre de la Ramée,Ludouicus Grandinus,8,1,200620,,,,,,0,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
Paris_1549,Paris_1549,False,RJJ2ER,Euclides,1549,Paris,LATIN,Pierre de la Ramée,Thomas Richardus,8,1,,,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Paris_1551,Paris_1544,True,NWKWR7,In sex priores libros geometricorum elementorum Euclidis Megarensis demonstrationes,1544,Paris,LATIN,Oronce Finé,Simon de Colines,2,1,,,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Paris_1551a,Paris_1551a,False,,Euclidis elementorum liber decimus,1551,Paris,LATIN,Pierre de Montdoré,Jean de Vascosan,4,1,,,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Paris_1552,Paris_1552,False,,,1552,Paris,LATIN,Pierre de Montdoré,Jean de Vascosan,4,1,-,,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Paris_1557,Paris_1557,False,7BDH40,"Euclidis Elementorum libri XV, Graecè et Latinè",1557,Paris,LATIN,"Jean Magnien, Étienne Gracile",,8,1,,,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Paris_1558,Paris_1558,False,,,1558,Paris,LATIN,"Jean Magnien, Étienne Gracile",Guillaume Cavellat,8,1,,,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
