review_sample,sample_order,priority,queue_type,edition_id,category,current_value,suggested_review_focus,queue_reason,year,city,language,short_title,title_or_short_title,elements_books,additional_content,wardhaugh_classification,related_categories,unknown_categories,classification_profile,review_decision,corrected_value,apply_to_reprints,review_notes
yes,35,2,unknown,MorisS-21-2,Theoretical Mathematics,unknown,,model returned unknown,1627,Paris,FRENCH,,"TRAITÉ DE
L’HARMONIE
VNIVERSELLE.

Où est contenu la Musique Theorique
& Pratique des Anciens & Modernes,
auec les causes de ses effets.

Enrichie de Raisons prises de la Philosophie,
& des Mathematiques.

Par le sieur de SERMES.",,,,Music Theory,Theoretical Mathematics,Theoretical Mathematics=unknown; Music Theory=primary,,,,
yes,36,2,unknown,bib-117,Theoretical Mathematics,unknown,,model returned unknown,1630,Amsterdam,LATIN,"Opera mathematica, ofte wis-konstige wercken","OPERA
MATHEMATICA,
Ofte
Wiskonstige Wercken:
handelende vande
Geometrie / Perspe-
ctive / Architecture / en
Fortificatie.

Beschreven en voor oogen gestelt
DOOR
SAMUEL MAROLOIS.

Van nieuws oversien ende verbeteret door
ALBERT GIRARD,
Mathematicus.",,,,Military Engineering; Perspective; Architecture,Practical Geometry; Theoretical Mathematics,Military Engineering=primary; Practical Geometry=unknown; Perspective=primary; Architecture=primary; Theoretical Mathematics=unknown,,,,
yes,37,2,unknown,VQDBOK,Theoretical Mathematics,unknown,,model returned unknown,1638,Paris,FRENCH,"Examen du livre des Recreations mathematiques [with the text] et de ses problémes en geometric, mechanique, optique, & catoptrique Par C. Mydorge. (La Seconde (-Troisiesme) partie des Recreations mathematiques, etc.-Nottes sur les Recreations mathema","Examen du livre des Recreations mathematiques [with the text] et de ses problémes en geometric, mechanique, optique, & catoptrique Par C. Mydorge. (La Seconde (-Troisiesme) partie des Recreations mathematiques, etc.-Nottes sur les Recreations mathema",,,,Mechanics,Practical Geometry; Theoretical Mathematics,Practical Geometry=unknown; Mechanics=primary; Theoretical Mathematics=unknown,,,,
yes,38,2,unknown,MorisS-21-10,Theoretical Mathematics,unknown,,model returned unknown,1644,Paris,LATIN,"Universae geometriae, mixtaeque mathematicae synopsis","VNIVERSÆ
GEOMETRIÆ,
MIXTÆQVE
MATHEMATICÆ
SYNOPSIS,

ET BINI REFRACTIONVM
DEMONSTRATARVM TRACTATVS.

Studio & Operâ F. M. MERSENNI M.",,,,,Theoretical Mathematics,Theoretical Mathematics=unknown,,,,
yes,39,2,unknown,bib-101,Theoretical Mathematics,unknown,,model returned unknown,1650,Frankfurt,GERMAN,,"MICHAELIS HAVEMANNI
GEOMETRIA
COMPENDIOSE ADORNATA.

OLIM IN CELEBERRIMA ROSARUM A-
CADEMIA SCRIPTA ET PROPOSITA,
nunc autem in gratiam Studiosorum edita.",,,,,Theoretical Mathematics,Theoretical Mathematics=unknown,,,,
yes,40,2,unknown,bib-79,Theoretical Mathematics,unknown,,model returned unknown,1665,Padua,ITALIAN,,"MATEMATICHE
DISCIPLINE
Per uso
DELLA ILLVSTRISSIMA
Accademia DELLA di Padoua:
DOVE IN SEI TRATTATI
Brevemente si ristringono
ARITMETICA, GEOMETRIA, TRIGONOMETRIA
pratiche,
FORTIFICAZIONE, SFERA, e GEOGRAFIA:
DI
VALERIANO BONVICINO
Lettore di Filosofia nello Studio di PADOVA,
e delle Matematiche Militari nella sodetta
ACCADEMIA.",,,,Arithmetic; Military Engineering; Geography; Trigonometry,Astronomy; Theoretical Mathematics,Arithmetic=primary; Military Engineering=primary; Astronomy=unknown; Geography=primary; Theoretical Mathematics=unknown; Trigonometry=primary,,,,
yes,41,2,unknown,bib-270,Theoretical Mathematics,unknown,,model returned unknown,1668,Vlissingen,DUTCH,,"PACHT-TAFELEN.
Waer door alle On-erbarene
in de Reken-konste seer veerdigh en ge­
reect / konnen calculeren de Pacht, Huere, Onkoft, en Koop
van Lande; ten abbenante van alle booz-gestelde Prijs,
’t Gemet, de Morgen, ofte Bunder.

MIDTSGADERS

Eene grondige Instructie, om oock door de voorsz Pacht-tafelen te vin­
den een yeders competente; in alle Verhueringen van Tienden, Molens, Dijck­
ettingen, Visscheryen, &c. Item in alle Sellerinissien, Handelingen van
Compagnie of Geselschap; als oock med",,,,Arithmetic; Commercial Mathematics,Practical Geometry; Surveying; Theoretical Mathematics,Arithmetic=secondary; Commercial Mathematics=primary; Practical Geometry=unknown; Surveying=unknown; Theoretical Mathematics=unknown,,,,
yes,42,2,unknown,bib-95,Theoretical Mathematics,unknown,,model returned unknown,1668,Cambridge,LATIN,,"P. PETRI
GALTRUCHII
AURELIANENSIS
SOC. JESU
MATHEMATICÆ
TOTIUS,
H. e.

1 Arithmeticae,      5 Gnomonicae,
2 Geometriæ,         6 Geographiæ,
3 Astronomiæ,        7 Opticæ,
4 Chronologiæ,       8 Musicæ,

Clara, Brevis & Accurata
INSTITUTIO.

In Gratiam studiosæ Juventutis
adornata.",,,,Arithmetic; Gnomonics & Horology; Astronomy; Geography,Practical Geometry; Theoretical Mathematics; Music Theory,Arithmetic=primary; Practical Geometry=unknown; Gnomonics & Horology=primary; Astronomy=primary; Geography=primary; Theoretical Mathematics=unknown; Music Theory=unknown,,,,
yes,43,2,unknown,Rouen_1676,Theoretical Mathematics,unknown,,model returned unknown,1676,Rouen,FRENCH,,"[Vol. 1]:
LES QUINZE LIVRES
DES ELEMENTS
D’EUCLIDE.
Traduits en François par D. HENRION
Professeur és Mathematiques, reveus & corrigez:
avec des Commentaires beaucoup plus amples
& faciles, & des figures en plus grand
nombre que dans toutes les impressions
precedentes.
Plus, le Livre des DONNEZ du même Euclide,
aussi traduit en François par ledit Henrion.
TOME I.
[Vol. 2]: LES QUINZE LIVRES DES ELEMENTS D’EUCLIDE. Traduits en François par D. HENRION. TOME II.",1–15,Data,MAGNIENUS/GRACILIS and DASYPODIUS,,Theoretical Mathematics,Theoretical Mathematics=unknown,,,,
yes,44,2,unknown,bib-110,Theoretical Mathematics,unknown,,model returned unknown,1692,Paris,FRENCH,,"NOUVEAUX
ELEMENS
DE
GEOMETRIE,
OU
DE LA MESURE
DU CORPS.

QUI COMPRENNENT TOUT
ce qu’Euclide en a enseigné : les
plus belles Propositions d’Ar-
chimede & l’Analyse.

PAR le R. P. BERNARD LAMY,
Prêtre de l’Oratoire.",,,,Practical Geometry,Theoretical Mathematics,Practical Geometry=primary; Theoretical Mathematics=unknown,,,,
yes,45,2,unknown,Paris_1794,Theoretical Mathematics,unknown,,model returned unknown,1794,Paris,FRENCH,Éléments de géométrie avec des notes,"ÉLÉMENTS
DE
GÉOMÉTRIE,

AVEC DES NOTES:

Par ADRIEN-MARIE LEGENDRE.

Si quid novisti rectius istis,
Candidus imperti.  ",1-8,,,,Theoretical Mathematics,Theoretical Mathematics=unknown,,,,
yes,46,2.5,suspect_theoretical_non_eip,Paris_1609,Theoretical Mathematics,primary,confirm primary/secondary only if this is truly a theoretical geometry/math edition; otherwise set unrelated,no additional_content; has elements_books; only related category; euclid/elements/geometry title,1609,Paris,FRENCH,"Les Elémens de la géométrie d'Euclides, traduicts et restitués à leur ancienne bréveté, selon l'ordre de Théon, ausquels ont esté adjoustez les quatorze et quinziesme d'Ipsicles, le tout par Dounot,","LES
ELEMENS
DE LA GEOMETRIE
D’EVCLIDES MEGARIEN.
Traduits & restitués à leur ancienne breueté, selon
l’ordre de Theon. Auxquels ont esté adioustez
les quatorze & quinziesme d’Ipsicles
Alexandrien.
Le tout par DOVNOT DE BAR-LE-DVC, Docteur
ès Droicts, & Professeur en la diuine Mathematique
aux Academies du Roy.",1–15,,,Theoretical Mathematics,,Theoretical Mathematics=primary,,,,
yes,47,2.5,suspect_theoretical_non_eip,Paris_1643,Theoretical Mathematics,primary,confirm primary/secondary only if this is truly a theoretical geometry/math edition; otherwise set unrelated,no additional_content; has elements_books; only related category; euclid/elements/geometry title,1643,Paris,FRENCH,,"L’INTRODVCTION
A LA
MATHEMATIQVE:
Contenant les connoissances, & Pra-
tiques necessaires à ceux qui com-
mencent d’apprendre les
Mathematiques.
Le tout tiré des Elémens d’Euclide rengez
& demonstrez d’une façon plus
briefue, & plus facile que
l’ordinaire.
Par le P. PIERRE BOVRDIN, de la
Compagnie de IESVS.",?,,,Theoretical Mathematics,,Theoretical Mathematics=primary,,,,
yes,48,2.5,suspect_theoretical_non_eip,Pisa_1658,Theoretical Mathematics,primary,confirm primary/secondary only if this is truly a theoretical geometry/math edition; otherwise set unrelated,no additional_content; has elements_books; only related category; euclid/elements/geometry title,1658,Pisa,LATIN,"Euclides restitutus, sive prisca geometriae elementa","EVCLIDES
RESTITUTUS,
Sive,
PRISCA GEOMETRIAE
ELEMENTA,
Breuiùs, & faciliùs contexta,
In quibus praecipuè
PROPORTIONVM THEORIAE
nova, firmiorique Methodo promuntur
A IO: ALPHONSO BORELLIO
in Messanensi pridem, nunc verò in Pisana
Academia Matheſeos Professore.",1-9,,,Theoretical Mathematics,,Theoretical Mathematics=primary,,,,
yes,49,2.5,suspect_theoretical_non_eip,Antwerp_1665,Theoretical Mathematics,primary,confirm primary/secondary only if this is truly a theoretical geometry/math edition; otherwise set unrelated,no additional_content; has elements_books; only related category; euclid/elements/geometry title,1665,Antwerp,LATIN,,"ELEMENTA
GEOMETRIÆ
PLANÆ AC SOLIDÆ.
QVIƲS ACCEDVNT SELECTA
EX ARCHIMEDE
THEOREMATA.
AVCTORE
ANDREA TACQVET
SOCIETATIS IESV

Sacerdote & Matheseos Professore.
Quid novi in utrisque præstitum sit, præfa­
tio ad Lectorem indicabit.

EDITIO SECUNDA CORRECTIOR.","1-6, 11-12",,,Theoretical Mathematics,,Theoretical Mathematics=primary,,,,
yes,50,2.5,suspect_theoretical_non_eip,Paris_1667,Theoretical Mathematics,primary,confirm primary/secondary only if this is truly a theoretical geometry/math edition; otherwise set unrelated,no additional_content; has elements_books; only related category; euclid/elements/geometry title,1667,Paris,FRENCH,Nouveaux Élémens de géométrie,"NOVVEAVX ELEMENS
DE
GEOMETRIE;
CONTENANT,

Outre un ordre tout nouveau, & de nouvelles
demonstrations des propositions les plus com-
munes,

De nouveaux moyens de faire voir quelles lignes
sont incommensurables,

De nouvelles mesures de l’angle, dont on ne
s’estoit point encore avisé,

Et de nouvelles manières de trouver & de
demonstrer la proportion des Lignes. ",1-15,,,Theoretical Mathematics,,Theoretical Mathematics=primary,,,,
yes,51,2.5,suspect_theoretical_non_eip,Rome_1680,Theoretical Mathematics,primary,confirm primary/secondary only if this is truly a theoretical geometry/math edition; otherwise set unrelated,no additional_content; has elements_books; only related category; euclid/elements/geometry title,1680,Rome,ITALIAN,"Euclide Restituto, overo gli antichi elementi geometrici ristaurati e facilitati","EVCLIDE
RESTITVTO
OVERO
GLI ANTICHI ELEMENTI GEOMETRICI
Ristaurati, e facilitati
DA
VITALE GIORDANO
DA BITONTO.
Lettore delle Matematiche nella Reale Accademia
stabilita dal RE' CRISTIANISSIMO in Roma.
LIBRI XV.
Ne i quali principalmente si dimostra la composizione delle
proporzioni secondo la definizione datane
dal suo antico Autore.",1-15,,,Theoretical Mathematics,,Theoretical Mathematics=primary,,,,
yes,52,2.5,suspect_theoretical_non_eip,F2WVY3,Theoretical Mathematics,primary,confirm primary/secondary only if this is truly a theoretical geometry/math edition; otherwise set unrelated,no additional_content; has elements_books; only related category; euclid/elements/geometry title,1705,Oxford,ENGLISH,"The English Euclide, being The First Six Elements of Geometry, translated out of the Greek","THE
ENGLISH EUCLIDE,
BEING
The First SIX ELEMENTS
OF
GEOMETRY,
Translated out of the GREEK,
WITH
Annotations and useful Supplements.
By EDMUND SCARBURGH M. A.
Chaplain to his Grace the Duke of BUCKINGHAMSHIRE L.d Privy Seal,
Prebendary of SARUM:
And Rector of UPWEY in the County of DORSETT.",1-6,,,Theoretical Mathematics,,Theoretical Mathematics=primary,,,,
yes,53,2.5,suspect_theoretical_non_eip,London_1705,Theoretical Mathematics,primary,confirm primary/secondary only if this is truly a theoretical geometry/math edition; otherwise set unrelated,no additional_content; has elements_books; only related category; euclid/elements/geometry title,1705,London,ENGLISH,,"EUCLIDE’S
ELEMENTS;
The whole Fifteen BOOKS
Compendiously Demonstrated.

To which is added
ARCHIMEDES
THEOREMS
Of the Sphere and Cylinder, investi-
gated by the Method of Indivisibles.

Never before in English.

By Isaac Barrow D. D. Late Master of
Trinity College in Cambridge.

Καθαρευούσης λογικῆς εἰσιν αἱ μαθηματικαὶ ἀλήθειαι. Hierocl.",1-15,,HÉRIGONE/BARROW,Theoretical Mathematics,,Theoretical Mathematics=primary,,,,
yes,54,2.5,suspect_theoretical_non_eip,Livorno_1709,Theoretical Mathematics,primary,confirm primary/secondary only if this is truly a theoretical geometry/math edition; otherwise set unrelated,no additional_content; has elements_books; only related category; euclid/elements/geometry title,1709,Livorno,LATIN,Euclides reformatus,"EUCLIDES
REFORMATUS,
SIVE PLANA, ET SOLIDA GEOMETRIÆ ELEM ENTA
OPUS,

In quo tum alia pleraque, cum præcipuè Rationis,
& Proportionis Natura, & proprietates
Nova Methodo
Clarius, quam antea ab aliis, atque facilius exponuntur,
firmiusque, ac evidentius demonstrantur

ab
ANGELO de MARCHETTIS
REGIÆ CELSITUDINIS
FERDINANDI
HETRURIÆ PRINCIPIS
MATHEMATICO,
Ac in Alma Pisana UNIVERSITATE
Scientiarum Mechanicarum Professore.  ",1-6,,,Theoretical Mathematics,,Theoretical Mathematics=primary,,,,
yes,55,2.5,suspect_theoretical_non_eip,2L8L55,Theoretical Mathematics,primary,confirm primary/secondary only if this is truly a theoretical geometry/math edition; otherwise set unrelated,no additional_content; has elements_books; only related category; euclid/elements/geometry title,1719,Bologna,LATIN,"Sex priora Euclidis elementa, quibus accesserunt undecimum, & duodecimum","SEX PRIORA
EUCLIDIS
ELEMENTA;
Quibus accefferunt Undecimum, & Duodecimum
A HIEMYNIANO RONDELLO
In Bononienfi Archigymnafio Hydrometriæ
Profeffore in gratiam ftudiofæ Juventutis
iterum expofita,
ET
Illuftrifſimis, atque Excelfis
BONONIÆ
SENATUS
PATRIBUS
Scientiarum omnium Mæcenatibus
humilimè Dicata.
Labente Anno gratiæ MDCCXIX.",1-6,,,Theoretical Mathematics,,Theoretical Mathematics=primary,,,,
yes,56,2.5,suspect_theoretical_non_eip,RSEIPO,Theoretical Mathematics,primary,confirm primary/secondary only if this is truly a theoretical geometry/math edition; otherwise set unrelated,no additional_content; has elements_books; only related category; euclid/elements/geometry title,1731,Florence,ITALIAN,Elementi geometrici piani e solidi di Euclide posti brevemente in volgare,"ELEMENTI GEOMETRICI
PIANI, E SOLIDI
DI EUCLIDE
POSTI BREVEMENTE IN VOLGARE
DAL REVERENDISS. PADRE ABATE
D. GUIDO GRANDI
CAMALDOLESE
PROFESSORE DI MATTEMATICA
NELL' UNIVERSITA' DI PISA
ED ILLUSTRATI CON VARIE ANNOTAZIONI
DAL SACERDOTE CARLO ANDREINI
LETTORE DI FILOSOFIA E MATTEMATICA
NEL SEMINARIO FIORENTINO
IN GRAZIA DELLA STUDIOSA GIOVENTÙ DELLA
SUA SCUOLA.","1-6, 11-13",,,Theoretical Mathematics,,Theoretical Mathematics=primary,,,,
yes,57,2.5,suspect_theoretical_non_eip,Glasgow_1756,Theoretical Mathematics,primary,confirm primary/secondary only if this is truly a theoretical geometry/math edition; otherwise set unrelated,no additional_content; has elements_books; only related category; euclid/elements/geometry title,1756,Glasgow,LATIN,Euclidis Elementorum libri priores sex item undecimus et duodecimus ex versione latina Federici Commandini,"EUCLIDIS
ELEMENTORUM

LIBRI PRIORES SEX,
ITEM
UNDECIMUS ET DUODECIMUS,

EX VERSIONE LATINA
FEDERICI COMMANDINI;

Sublatis iis quibus olim Libri hi a THEONE, aliisve, Vitiati sunt,
Et quibusdam EUCLIDIS Demonstrationibus Restitutis,

A ROBERTO SIMSON, M.D.
In Academia Glasguensi Matheseos Professore.",1-6,,,Theoretical Mathematics,,Theoretical Mathematics=primary,,,,
yes,58,2.5,suspect_theoretical_non_eip,QX7XH4,Theoretical Mathematics,primary,confirm primary/secondary only if this is truly a theoretical geometry/math edition; otherwise set unrelated,no additional_content; has elements_books; only related category; euclid/elements/geometry title,1756,Glasgow,ENGLISH,"The Elements of Euclid, viz. the first Six Books together with the Eleventh and Twelfth. In this Edition, the Errors, by which Theon, or others, have long ago Vitiated these Books, are Corrected, and some of Euclid’s Demonstrations are Restored","THE
ELEMENTS
OF
EUCLID,
VIZ.
THE FIRST SIX BOOKS,
TOGETHER WITH THE
ELEVENTH AND TWELFTH.
In this Edition, the Errors, by which THEON, or others, have long
ago Vitiated these Books, are Corrected,
And some of EUCLID's Demonstrations are Restored.
BY
ROBERT SIMSON, M.D.
Professor of Mathematics in the University of Glasgow.","1-6, 11-12",,,Theoretical Mathematics,,Theoretical Mathematics=primary,,,,
