title,page_count,href,exists_in_commentaria,mathematics_related,subjects
"Melancthon, Philipp & Milch, Jacob - Oratio de consideranda sympathia et antipathia in rerum natura. Wittenberg 1550.pdf",45,https://app.transkribus.org/sites/noscemus/doc/652472?colId=88639,,True,astronomy; physics
"Mencke, Friedrich Otto - De vita, moribus, scriptis meritisque Fracastorii. Leipzig 1731.pdf",233,https://app.transkribus.org/sites/noscemus/doc/605916?colId=88639,,False,biography
"Mercator, Gerhahrd & Mercator, Rumold - Atlas sive Cosmographicae meditationes. Duisburg & Düsseldorf 1595.pdf",201,https://app.transkribus.org/sites/noscemus/doc/907179?colId=88639,,True,astronomy
"Mercator, Gerhard & Mercator, Rumold - Atlas sive Cosmographicae meditationes. Duisburg & Düsseldorf 1595.pdf",670,https://app.transkribus.org/sites/noscemus/doc/693146?colId=88639,,True,astronomy
"Mercuriale, Girolamo - De arte gymnastica libri sex. Venice 1573.pdf",359,https://app.transkribus.org/sites/noscemus/doc/605239?colId=88639,,Unknown,unknown
"Merian, Maria Sibylla - Metamorphosis insectorum Surinamensium. Amsterdam 1719.pdf",230,https://app.transkribus.org/sites/noscemus/doc/929714?colId=88639,,False,zoology
"Mersenne, Marin - Cogitata physico-mathematica. Paris 1644.pdf",731,https://app.transkribus.org/sites/noscemus/doc/807648?colId=88639,MorisS-21-11,True,mathematics; physics
"Mersenne, Marin - Universae geometriae mixtaeque mathematicae synopsis. Paris 1644.pdf",629,https://app.transkribus.org/sites/noscemus/doc/701512?colId=88639,MorisS-21-10,True,mathematics; geometry
"Mesmer, Franz Anton - Dissertatio physico-medica de planetarum influxu. Vienna 1766.pdf",52,https://app.transkribus.org/sites/noscemus/doc/662870?colId=88639,,True,astronomy; physics; medicine
"Metz, Andreas - De adaequata exponentis notione. Würzburg 1820.pdf",61,https://app.transkribus.org/sites/noscemus/doc/902259?colId=88639,,Unknown,unknown
Miscellanea Berolinensia ad incrementum scientiarum ex scriptis Societati Regiae Scientiarum exhibitis edita. Berlin 1710.pdf,483,https://app.transkribus.org/sites/noscemus/doc/808108?colId=88639,,Unknown,multidisciplinary science
Miscellanea Berolinensia ad incrementum scientiarum. Vol. 4. Berlin 1734.pdf,450,https://app.transkribus.org/sites/noscemus/doc/823047?colId=88639,,Unknown,multidisciplinary science
Miscellanea curiosa medico-physica Academiae Naturae curiosorum. Vol. 1. Leipzig 1670.pdf,514,https://app.transkribus.org/sites/noscemus/doc/715853?colId=88639,,False,physics; natural history; medicine
Miscellanea Tigurina. Vol. 3. Zurich 1724.pdf,457,https://app.transkribus.org/sites/noscemus/doc/835248?colId=88639,,Unknown,multidisciplinary science
"Mizauld, Antoine - Cosmologia. Paris 1571.pdf",74,https://app.transkribus.org/sites/noscemus/doc/898563?colId=88639,,Unknown,unknown
"Mizauld, Antoine - De mundi sphaera. Paris 1552.pdf",113,https://app.transkribus.org/sites/noscemus/doc/608636?colId=88639,,True,astronomy
"Mizauld, Antoine - Ephemerides aëris perpetuae. Paris 1554.pdf",359,https://app.transkribus.org/sites/noscemus/doc/720099?colId=88639,,True,astronomy; meteorology
"Moffett, Thomas - De iure et praestantia chymicorum medicamentorum. Frankfurt am Main 1584.pdf",115,https://app.transkribus.org/sites/noscemus/doc/608637?colId=88639,,False,chemistry; medicine; pharmacology
"Moffett, Thomas - Insectorum theatrum. London 1634.pdf",357,https://app.transkribus.org/sites/noscemus/doc/731628?colId=88639,,False,zoology
"Möhring, Paul Heinrich Gerhard - Avium genera. Aurich 1752.pdf",96,https://app.transkribus.org/sites/noscemus/doc/748050?colId=88639,,False,zoology
"Monau, Friedrich von - Bronchotome. Königsberg 1644.pdf",74,https://app.transkribus.org/sites/noscemus/doc/702151?colId=88639,,False,medicine
"Mondella, Luigi - Epistolae medicinales. Basel 1543.pdf",287,https://app.transkribus.org/sites/noscemus/doc/608638?colId=88639,,False,medicine; literature
"Monte, Giovanni Battista da & Lublina, Walenty z - In nonum librum Rhasis ad Mansorem expositio. Venice 1554.pdf",709,https://app.transkribus.org/sites/noscemus/doc/701795?colId=88639,,Unknown,unknown
"Monteux, Sebastien de - Annotatiunculae in errata recentiorum medicorum. Lyon 1533.pdf",123,https://app.transkribus.org/sites/noscemus/doc/658382?colId=88639,,False,medicine
"Monti, Giuseppe - De monumento diluviano nuper in agro Bononiensi. Bologna 1719.pdf",69,https://app.transkribus.org/sites/noscemus/doc/668505?colId=88639,,False,geology
"Morhof, Daniel Georg - Polyhistor. Vol. 1. Lübeck 1688.pdf",581,https://app.transkribus.org/sites/noscemus/doc/798543?colId=88639,,Unknown,bibliography
"Morhof, Daniel Georg - Polyhistor. Vol. 2. Lübeck 1692.pdf",179,https://app.transkribus.org/sites/noscemus/doc/798542?colId=88639,,Unknown,bibliography
"Morhof, Daniel Georg - Polyhistor. Vol. 3. Lübeck 1708.pdf",867,https://app.transkribus.org/sites/noscemus/doc/798544?colId=88639,,Unknown,bibliography
"Morison, Robert - Plantarum umbilleiferarum distributio nova. Oxford 1672.pdf",131,https://app.transkribus.org/sites/noscemus/doc/737709?colId=88639,,False,botany
"Müller, Johann Heinrich & Andreae, Johann Leonhard - Dissertatio inauguralis de montibus ignivomis sive vulcaniis. Altdorf 1710.pdf",35,https://app.transkribus.org/sites/noscemus/doc/691443?colId=88639,,False,geology
"Müller, Otto - Vermium terrestrium et fluviatilium historia. Leipzig & Copenhagen 1773. Vol. 1.pdf",258,https://app.transkribus.org/sites/noscemus/doc/604889?colId=88639,,False,history
"Müller, Otto - Vermium terrestrium et fluviatilium historia. Leipzig & Copenhagen 1774. Vol. 2.pdf",284,https://app.transkribus.org/sites/noscemus/doc/604891?colId=88639,,False,history
"Müller von Löwenstein, Friedrich - Lexicon medico-galeno-chymico-pharmaceuticum. Frankfurt am Main 1661.pdf",320,https://app.transkribus.org/sites/noscemus/doc/797709?colId=88639,,False,chemistry; medicine; pharmacology; language
"Mundinus, Lucius & Berengario da Carpi, Jacopo - Commentaria cum amplissimis additionibus super Anatomia Mundini. Bologna 1521.pdf",1063,https://app.transkribus.org/sites/noscemus/doc/701513?colId=88639,,False,anatomy
"Münster, Sebastian - Cosmographia universalis. Basel 1552.pdf",1216,https://app.transkribus.org/sites/noscemus/doc/767769?colId=88639,,True,astronomy
"Muralt, Johann von - Scientiae naturalis seu physicae compendium. Zurich 1694.pdf",233,https://app.transkribus.org/sites/noscemus/doc/801658?colId=88639,,Unknown,physics; education
Musae Anglicanae. Vol. 2. 5th ed. London 1741.pdf,311,https://app.transkribus.org/sites/noscemus/doc/695815?colId=88639,,False,literature
Musschenbroek Petrus van - Epitome elementorum physico-mathematicorum. Leiden 1726.pdf,405,https://app.transkribus.org/sites/noscemus/doc/906071?colId=88639,,True,mathematics; geometry; physics
"Napier, John - Mrifici logarithmorum canonis descriptio. Ednburgh 1614.pdf",165,https://app.transkribus.org/sites/noscemus/doc/801744?colId=88639,,True,arithmetic
"Nardi, Giovanni - De rore disquisitio physica. Florence 1642.pdf",241,https://app.transkribus.org/sites/noscemus/doc/704669?colId=88639,,Unknown,physics
"Nardi, Giovanni - Lactis physica analysis. Florence 1634.pdf",379,https://app.transkribus.org/sites/noscemus/doc/704670?colId=88639,,Unknown,physics
"Negri, Francesco - Rhetia sive de situ et moribus Rhetorum. Basel 1547.pdf",71,https://app.transkribus.org/sites/noscemus/doc/632443?colId=88639,,Unknown,unknown
"Nemnich, Philipp Andreas - Lexicon nosologicum polyglotton. Hamburg 1801.pdf",168,https://app.transkribus.org/sites/noscemus/doc/888346?colId=88639,,False,medicine; language
"Neucrantz, Paul - De harengo exercitatio medica. Lübeck 1654.pdf",97,https://app.transkribus.org/sites/noscemus/doc/890736?colId=88639,,False,medicine
"Newton, Isaac & Castillon, Johann - Isaaci Newtoni opuscula mathematica, philosophica et philologica. 3 vols. Lausanne & Geneva 1744.pdf",1569,https://app.transkribus.org/sites/noscemus/doc/915175?colId=88639,,True,mathematics; philosophy; language
"Newton, Isaac & Clarke, Samuel - Optice. London 1706.pdf",470,https://app.transkribus.org/sites/noscemus/doc/742066?colId=88639,,True,optics
"Newton, Isaac - Mr. Newtons Letter, being an Answer to the Letter of P. Pardies. London 1672.pdf",4,https://app.transkribus.org/sites/noscemus/doc/865569?colId=88639,,True,mathematics
"Newton, Isaac - Philosophiae naturalis principia mathematica. London 1687.pdf",516,https://app.transkribus.org/sites/noscemus/doc/928699?colId=88639,,True,mathematics; philosophy
"Newton, Isaac - Philosophiae naturalis principia mathematica. London 1713",535,https://app.transkribus.org/sites/noscemus/doc/1567826?colId=88639,,True,mathematics; philosophy
"Newton, Isaac - Philosophiae naturalis principia mathematica. London 1726.pdf",589,https://app.transkribus.org/sites/noscemus/doc/1509290?colId=88639,,True,mathematics; philosophy
"Nicander Colophonius & Lonicer, Johannes - Nicandri Theriaca et Alexipharmaca. Cologne 1531.pdf",127,https://app.transkribus.org/sites/noscemus/doc/709644?colId=88639,,False,pharmacology
"Nieremberg, Juan Eusebio - Historia naturae, maxime peregrinae. Antwerp 1635.pdf",623,https://app.transkribus.org/sites/noscemus/doc/748698?colId=88639,,False,history
"Nieremberg, Juan Eusebio - Historia naturae, maxime peregrinae. Antwerp 1635.pdf",623,https://app.transkribus.org/sites/noscemus/doc/748683?colId=88639,,False,history
"Nifo, Agostino - De falsa diluvii prognosticatione. Florence 1520.pdf",43,https://app.transkribus.org/sites/noscemus/doc/668506?colId=88639,,False,geology
"Noceti, Carlo - De iride et aurora boreali carmina. Rome 1747.pdf",155,https://app.transkribus.org/sites/noscemus/doc/710272?colId=88639,,False,meteorology; literature
"Nodari, Antonio - Lusus poeticus anatomicus. Padova 1822.pdf",41,https://app.transkribus.org/sites/noscemus/doc/659198?colId=88639,,False,anatomy; literature
"Nogarola, Lodovico - De Nilo. Venice 1552.pdf",93,https://app.transkribus.org/sites/noscemus/doc/599728?colId=88639,,Unknown,oceanography
Nova Acta Eruditorum 1761. Leipzig 1761.pdf,644,https://app.transkribus.org/sites/noscemus/doc/906184?colId=88639,,Unknown,multidisciplinary science
Nova Acta Eruditorum 1776. Leipzig 1776.pdf,450,https://app.transkribus.org/sites/noscemus/doc/863738?colId=88639,,Unknown,multidisciplinary science
Nova acta Helvetica physico-mathematico-anatomico-botanico-medica. Vol. I. Basel 1787.pdf,356,https://app.transkribus.org/sites/noscemus/doc/643408?colId=88639,,True,mathematics; physics; botany; medicine; anatomy; multidisciplinary science
Nova Acta Regiae Societatis Scientiarum Upsaliensis. Vol. 3. Uppsala 1780.pdf,354,https://app.transkribus.org/sites/noscemus/doc/664562?colId=88639,,Unknown,multidisciplinary science
Nova Acta Regiae Societatis Scientiarum Upsaliensis. Vol. 3 Uppsala 1861.pdf,494,https://app.transkribus.org/sites/noscemus/doc/623150?colId=88639,,Unknown,multidisciplinary science
Nova literaria Maris Balthici et septentrionis edita MDCXCIX. Lübeck 1699.pdf,401,https://app.transkribus.org/sites/noscemus/doc/906214?colId=88639,,Unknown,multidisciplinary science
Novi Commentarii Academiae Scientiarum Imperialis Petropolitanae. Vol. 17. Saint Petersburg 1772-1773.pdf,830,https://app.transkribus.org/sites/noscemus/doc/906213?colId=88639,,Unknown,multidisciplinary science
Novi Commentarii Societatis Regiae Scientiarum Gottingensis. Vol. 7. Göttingen 1777.pdf,400,https://app.transkribus.org/sites/noscemus/doc/720613?colId=88639,,Unknown,multidisciplinary science
"Nuñez, Pedro - Petri Nonii Salaciensis opera. Basel 1566.pdf",329,https://app.transkribus.org/sites/noscemus/doc/632444?colId=88639,,Unknown,unknown
"Oddi, Oddo degli - In primam fen primi libri Canonis Avicennae expositio. Venice 1575.pdf",542,https://app.transkribus.org/sites/noscemus/doc/831510?colId=88639,,Unknown,unknown
Oevres complètes de Christian Hugens. Vol 17. Amsterdam 1932.pdf,586,https://app.transkribus.org/sites/noscemus/doc/699868?colId=88639,,False,theology
"Olhoff, Johann Erich - Excerpta ex litteris ad Iohannem Hevelium perscriptis. Gdańsk 1683 .pdf",237,https://app.transkribus.org/sites/noscemus/doc/868571?colId=88639,,Unknown,unknown
"Omodei, Antonio Filoteo degli - Aetnae topographia. Venice 1591.pdf",75,https://app.transkribus.org/sites/noscemus/doc/683332?colId=88639,,Unknown,geography
"Origanus, David - Novae ephemerides Brandenburgicae. Vol. 1. Frankfurt an der Oder 1609.pdf",911,https://app.transkribus.org/sites/noscemus/doc/928135?colId=88639,,True,astronomy
"Origanus, David - Novae ephemerides Brandenburgicae. Vol. 2. Frankfurt an der Oder 1609.pdf",1185,https://app.transkribus.org/sites/noscemus/doc/928134?colId=88639,,True,astronomy
"Origanus, David - Novae ephemerides Brandenburgicae. Vol. 3. Frankfurt an der Oder 1609.pdf",1065,https://app.transkribus.org/sites/noscemus/doc/928133?colId=88639,,True,astronomy
"Ørsted, Hans Christian - Experimenta circa effectum conflictus electrici in acum magneticam. Copenhagen 1820.pdf",12,https://app.transkribus.org/sites/noscemus/doc/704815?colId=88639,,Unknown,physics; scientific method
"Ortelius, Abraham - Theatrum orbis terrarum. Antwerp 1570.pdf",159,https://app.transkribus.org/sites/noscemus/doc/928890?colId=88639,,Unknown,geography
"Oudin, François - Poemata didascalia. Vol. 1. Paris 1749.pdf",373,https://app.transkribus.org/sites/noscemus/doc/643449?colId=88639,,False,literature
"Oudin, François - Poemata didascalia. Vol. 2. Paris 1749.pdf",373,https://app.transkribus.org/sites/noscemus/doc/643448?colId=88639,,False,literature
"Oudin, François - Poemata didascalia. Vol. 3. Paris 1749.pdf",369,https://app.transkribus.org/sites/noscemus/doc/643450?colId=88639,,False,literature
"Oudin, François - Poemata didascalica. 2nd ed. Vol. 1. Paris 1813.pdf",529,https://app.transkribus.org/sites/noscemus/doc/710448?colId=88639,,False,literature
"Oudin, François - Poemata didascalica. 2nd ed. Vol. 2. Paris 1813.pdf",503,https://app.transkribus.org/sites/noscemus/doc/710449?colId=88639,,False,literature
"Oudin, François - Poemata didascalica. 2nd ed. Vol. 3. Paris 1813.pdf",510,https://app.transkribus.org/sites/noscemus/doc/710450?colId=88639,,False,literature
"Oudin, François - Poemata didascalica. 2nd ed. Vol. 4. Paris 1813.pdf",513,https://app.transkribus.org/sites/noscemus/doc/710451?colId=88639,,False,literature
"Owen, Johan - Epigrammatum libri tres. Amberg 1608.pdf",131,https://app.transkribus.org/sites/noscemus/doc/900767?colId=88639,,False,language
"Palingènio Stellato, Marcello - Zodiacus vitae. Basel 1543",643,https://app.transkribus.org/sites/noscemus/doc/5314216?colId=88639,,False,astrology; biography
"Pappus Alexandrinus & Commandino, Federico - Pappi Alexandrini Mathematicae collectiones. Pesaro 1588.pdf",676,https://app.transkribus.org/sites/noscemus/doc/831511?colId=88639,,True,mathematics
"Pardies, Ignace Gaston - A Latin Letter containing some Animadversiones upon Mr. Isaac Newton, his Theory of Light. London 1672.pdf",5,https://app.transkribus.org/sites/noscemus/doc/607720?colId=88639,,True,mathematics
"Passe, Crispijn van de, the younger - Hortus floridus. Arnhem 1614.pdf",290,https://app.transkribus.org/sites/noscemus/doc/914309?colId=88639,,False,botany
"Patrizi, Francesco - Discussiones peripateticae. Basel 1581.pdf",521,https://app.transkribus.org/sites/noscemus/doc/724119?colId=88639,,Unknown,unknown
"Patrizi, Francesco - Nova de universis philosophia. Ferrara 1591.pdf",696,https://app.transkribus.org/sites/noscemus/doc/726758?colId=88639,,Unknown,philosophy
"Paulli, Simon - Orbis terraqueus. Strasbourg 1670.pdf",396,https://app.transkribus.org/sites/noscemus/doc/770047?colId=88639,,Unknown,geography
"Paulus Aegineta & Winter, Johann - Opus de re medica. Paris 1532.pdf",621,https://app.transkribus.org/sites/noscemus/doc/823078?colId=88639,,False,medicine
"Payr, Franz Friedrich - Dissertatio de diaeta litteratorum. Innsbruck 1743.pdf",38,https://app.transkribus.org/sites/noscemus/doc/904471?colId=88639,,False,medicine
"Peano, Giuseppe - Arithemtices principia. Turin 1889.pdf",49,https://app.transkribus.org/sites/noscemus/doc/804027?colId=88639,,True,arithmetic
"Pecquet, Jean - Experimenta nova anatomica. Paris 1651.pdf",133,https://app.transkribus.org/sites/noscemus/doc/706767?colId=88639,,False,anatomy; scientific method
"Peletier, Jacques - De occulta parte numerorum. Paris 1560.pdf",145,https://app.transkribus.org/sites/noscemus/doc/767743?colId=88639,,True,arithmetic
"Pereira, Benedict - De communibus omnium rerum naturalium principiis et affectionibus. Paris 1579.pdf",909,https://app.transkribus.org/sites/noscemus/doc/767771?colId=88639,,False,physics; natural history
"Pereira, Benedict - De magia. Cologne 1612.pdf",345,https://app.transkribus.org/sites/noscemus/doc/718638?colId=88639,,Unknown,unknown
"Persona, Giovanni Battista - Noctes solitariae. Venice 1613.pdf",535,https://app.transkribus.org/sites/noscemus/doc/655274?colId=88639,,Unknown,unknown
"Petermann, Daniel & Schmied, Gottfried - Disputatio de glacie. Leipzig 1670.pdf",22,https://app.transkribus.org/sites/noscemus/doc/692939?colId=88639,,Unknown,snow and ice
"Petrus Peregrinus & Gasser, Achilles Pirmin - Epistola de magnete. Augsburg 1558.pdf",65,https://app.transkribus.org/sites/noscemus/doc/657733?colId=88639,,False,physics; literature
"Peuerbach, Georg von - Theoricae novae planetarum. Nuremberg 1472.pdf",46,https://app.transkribus.org/sites/noscemus/doc/826785?colId=88639,,True,astronomy
Philalethes - Exercitatio theoricuorum Copernico-caelestium mathematico-physico-theologica. Philadelphia 1689.pdf,181,https://app.transkribus.org/sites/noscemus/doc/696079?colId=88639,,True,mathematics; astronomy; physics; theology
Philosophiae Naturalis Principia Mathematica 1726.pdf,589,https://app.transkribus.org/sites/noscemus/doc/1509197?colId=88639,,True,mathematics; philosophy
"Piccolomini, Alessandro - In mechanicas quaestiones Aristotelis paraphrasis. Rome 1547.pdf",235,https://app.transkribus.org/sites/noscemus/doc/902202?colId=88639,,True,mechanics; philosophy
"Pico della Mirandola, Giovanni - Opera omnia. Basel 1557.pdf",966,https://app.transkribus.org/sites/noscemus/doc/904457?colId=88639,,Unknown,unknown
"Pio, Giovanni Battista - In Carum Lucretium poetam Commentarii - Bologna 1514.pdf",419,https://app.transkribus.org/sites/noscemus/doc/841475?colId=88639,,False,literature
"Piso, Willem - De Indiae utriusque re naturali et medica. Amsterdam 1658.pdf",625,https://app.transkribus.org/sites/noscemus/doc/715591?colId=88639,,False,medicine
"Piso, Willem & Marggraf, Georg - Historia naturalis Brasiliae. Leiden & Amsterdam 1648.pdf",457,https://app.transkribus.org/sites/noscemus/doc/715589?colId=88639,,False,natural history; history
"Planch, Alexius Maria - Dissertatio physico-historica de montibus. Augsburg & Innsbruck 1754.pdf",245,https://app.transkribus.org/sites/noscemus/doc/662871?colId=88639,,False,physics; history
"Planer, Johann Andreas & Plesöczi, Martinus - De nive dissertatio prima. Wittenberg 1695.pdf",9,https://app.transkribus.org/sites/noscemus/doc/891042?colId=88639,,Unknown,snow and ice
"Planer, Johann Andreas & Siber, Balthasar - De nive dissertatio quarta. Wittenberg 1696.pdf",25,https://app.transkribus.org/sites/noscemus/doc/692920?colId=88639,,Unknown,snow and ice
"Planer, Johannes Andreas & Schmeltzer, Christian. De nive dissertatio secunda. Wittenberg 1695.pdf",9,https://app.transkribus.org/sites/noscemus/doc/891043?colId=88639,,False,snow and ice; theology
"Plantin, Jean Baptiste - Helvetia antiqua. Bern 1656.pdf",411,https://app.transkribus.org/sites/noscemus/doc/696186?colId=88639,,Unknown,unknown
"Ploucquet, Wilhelm Gottfried - Continuatio et supplementa. Vol. 1. Tübingen 1799.pdf",1457,https://app.transkribus.org/sites/noscemus/doc/797524?colId=88639,,Unknown,unknown
"Ploucquet, Wilhelm Gottfried - Continuatio et supplementa. Vol. 2. Tübingen 1800.pdf",1399,https://app.transkribus.org/sites/noscemus/doc/797523?colId=88639,,Unknown,unknown
"Ploucquet, Wilhelm Gottfried - Continuatio et supplementa. Vol. 3. Tübingen 1802.pdf",637,https://app.transkribus.org/sites/noscemus/doc/795551?colId=88639,,Unknown,unknown
"Ploucquet, Wilhelm Gottfried - Continuatio et supplementa. Vol. 4. Tübingen 1803.pdf",871,https://app.transkribus.org/sites/noscemus/doc/795550?colId=88639,,Unknown,unknown
"Ploucquet, Wilhelm Gottfried - Continuatio et supplementum. Vol. 1. Tübingen 1814.pdf",251,https://app.transkribus.org/sites/noscemus/doc/795560?colId=88639,,Unknown,unknown
"Ploucquet, Wilhelm Gottfried - Initia bibliotheca medico-practicae et chirurgicae realis. Vol. 1. Tübingen 1793.pdf",609,https://app.transkribus.org/sites/noscemus/doc/795549?colId=88639,,False,medicine; surgery; bibliography
"Ploucquet, Wilhelm Gottfried - Initia bibliotheca medico-practicae et chirurgicae realis. Vol. 2. Tübingen 1794.pdf",895,https://app.transkribus.org/sites/noscemus/doc/795548?colId=88639,,False,medicine; surgery; bibliography
"Ploucquet, Wilhelm Gottfried - Initia bibliotheca medico-practicae et chirurgicae realis. Vol. 3. Tübingen 1794.pdf",663,https://app.transkribus.org/sites/noscemus/doc/795547?colId=88639,,False,medicine; surgery; bibliography
"Ploucquet, Wilhelm Gottfried - Initia bibliotheca medico-practicae et chirurgicae realis. Vol. 4. Tübingen 1795.pdf",587,https://app.transkribus.org/sites/noscemus/doc/795546?colId=88639,,False,medicine; surgery; bibliography
"Ploucquet, Wilhelm Gottfried - Initia bibliotheca medico-practicae et chirurgicae realis. Vol. 5. Tübingen 1795.pdf",785,https://app.transkribus.org/sites/noscemus/doc/795545?colId=88639,,False,medicine; surgery; bibliography
"Ploucquet, Wilhelm Gottfried - Initia bibliotheca medico-practicae et chirurgicae realis. Vol. 6. Tübingen 1796.pdf",673,https://app.transkribus.org/sites/noscemus/doc/795544?colId=88639,,False,medicine; surgery; bibliography
"Ploucquet, Wilhelm Gottfried - Initia bibliotheca medico-practicae et chirurgicae realis. Vol. 7. Tübingen 1797.pdf",633,https://app.transkribus.org/sites/noscemus/doc/795543?colId=88639,,False,medicine; surgery; bibliography
"Ploucquet, Wilhelm Gottfried - Initia bibliotheca medico-practicae et chirurgicae realis. Vol. 8. Tübingen 1797.pdf",513,https://app.transkribus.org/sites/noscemus/doc/795542?colId=88639,,False,medicine; surgery; bibliography
"Ploucquet, Wilhelm Gottfried - Literatura medica digesta. Vol. 1. Tübingen 1808.pdf",537,https://app.transkribus.org/sites/noscemus/doc/795564?colId=88639,,False,medicine; literature
"Ploucquet, Wilhelm Gottfried - Literatura medica digesta. Vol. 2. Tübingen 1808.pdf",527,https://app.transkribus.org/sites/noscemus/doc/795563?colId=88639,,False,medicine; literature
"Ploucquet, Wilhelm Gottfried - Literatura medica digesta. Vol. 3. Tübingen 1809.pdf",451,https://app.transkribus.org/sites/noscemus/doc/795562?colId=88639,,False,medicine; literature
"Ploucquet, Wilhelm Gottfried - Literatura medica digesta. Vol. 4. Tübingen 1809.pdf",453,https://app.transkribus.org/sites/noscemus/doc/795561?colId=88639,,False,medicine; literature
"Polignac, Melchior de - Anti-Lucretius. Paris 1747.pdf",419,https://app.transkribus.org/sites/noscemus/doc/604274?colId=88639,,Unknown,unknown
"Poll, Nicolaus - De cura morbi Gallici. Venice 1535.pdf",24,https://app.transkribus.org/sites/noscemus/doc/668507?colId=88639,,Unknown,unknown
"Pompanazzi, Pietro - Dubitationes in quartum Meteorologicorm Aristotlis librum. Venice 1563.pdf",393,https://app.transkribus.org/sites/noscemus/doc/702835?colId=88639,,Unknown,meteorology
"Pontano, Giovanni Gioviano - Carmina. Vol. 1. Basel 1531.pdf",845,https://app.transkribus.org/sites/noscemus/doc/632445?colId=88639,,False,literature
"Pontano, Giovanni Gioviano - De rebus coelestibus. Basel 1530.pdf",398,https://app.transkribus.org/sites/noscemus/doc/718639?colId=88639,,True,astronomy
"Porzio, Lucantonio - Erasistratus. Rome 1682.pdf",397,https://app.transkribus.org/sites/noscemus/doc/599729?colId=88639,,False,medicine
"Porzio, Simone - De conflagratione agri Puteolani epistola. Florence 1551.pdf",15,https://app.transkribus.org/sites/noscemus/doc/668508?colId=88639,,False,geology; literature
"Proclus, Diadochus & Barozzi, Francesco - Procli in primum Euclidis Elementorum librum Commentaria. Padua 1560.pdf",330,https://app.transkribus.org/sites/noscemus/doc/823077?colId=88639,bib-276,True,geometry
Ps.-Democritus et al. - De arte magna. Padua 1573.pdf,153,https://app.transkribus.org/sites/noscemus/doc/668509?colId=88639,,False,alchemy
"Ps.-Galenus & Struś, Józef - Galeni libri duo, nunc primum a Iosepho Struthio e Graeco translati Astrologia ad Aphrodisium. De urinis. Venice 1535.pdf",59,https://app.transkribus.org/sites/noscemus/doc/704347?colId=88639,,False,astrology; medicine
"Ps.-Proclus & Linacre, Thomas - Sphaera (Ps.-Proclus). Venice 1499.pdf",26,https://app.transkribus.org/sites/noscemus/doc/718448?colId=88639,,True,astronomy
Ps.-Ptolemy & Georgius Trapezuntius - In Ptolemaei centum aphorismos commentarius. Cologne 1544.pdf,219,https://app.transkribus.org/sites/noscemus/doc/823080?colId=88639,,True,mathematics
"Ps.-Ptolemy & Pontano, Giovanni Gioviano - Commentarii in centum Claudii Ptolemaei sententias. Basel 1531.pdf",179,https://app.transkribus.org/sites/noscemus/doc/616644?colId=88639,,True,mathematics
"Ptolemaeus, Claudius & Georgius Trapezuntius & Gaurico, Luca - Ptolemaei Almagestum Latina donatum lingua. Venice 1528.pdf",299,https://app.transkribus.org/sites/noscemus/doc/718449?colId=88639,,True,astronomy; language
"Ptolemaeus, Clauds et al. - Cosmographia. Vicenza 1475.pdf",305,https://app.transkribus.org/sites/noscemus/doc/807627?colId=88639,,True,astronomy
Quellen zur Schweizer Geschichte. Vol 6. Basel 1884.pdf,387,https://app.transkribus.org/sites/noscemus/doc/816414?colId=88639,,Unknown,unknown
"Quelmalz, Samuel Theodor & Crell, Johann Friedrich - Dissertatio de magnete. Gera 1723.pdf",17,https://app.transkribus.org/sites/noscemus/doc/662872?colId=88639,,Unknown,physics
"Quensel, Conrad & Eurodius, Hans - De lumine nocturno Boreali. Lund 1726",36,https://app.transkribus.org/sites/noscemus/doc/1370560?colId=88639,,True,astronomy
"Quillet, Claude - Callipaedia - Paris. 1656.pdf",121,https://app.transkribus.org/sites/noscemus/doc/898564?colId=88639,,False,literature
"Quntiis, Camillus Eucherius de - Inarime seu de balneis Pithecusarum libri VI. Naples 1726.pdf",407,https://app.transkribus.org/sites/noscemus/doc/710273?colId=88639,,False,medicine
"Radius, Justus - Scriptores ophthalmologici minores. Vol. 3. Leipzig 1830.pdf",235,https://app.transkribus.org/sites/noscemus/doc/659199?colId=88639,,Unknown,unknown
"Ralla, Johannes & Berger, Friedrich - Chionognosia. Leipzig 1658.pdf",16,https://app.transkribus.org/sites/noscemus/doc/689824?colId=88639,,Unknown,snow and ice
"Ramazzini, Bernardino - De morbis artificum diatriba. Venice 1743.pdf",337,https://app.transkribus.org/sites/noscemus/doc/668510?colId=88639,,False,medicine
"Ramazzini, Bernardino - Oratio antiquitatis et novitatis studio medicum perfici. Modena 1705.pdf",25,https://app.transkribus.org/sites/noscemus/doc/605039?colId=88639,,False,medicine; history
"Ramus, Petrus - Arithmeticae libri duo, geometriae septem et viginti. Basel 1569.pdf",241,https://app.transkribus.org/sites/noscemus/doc/616645?colId=88639,bib-21,True,geometry; arithmetic
"Rapin, René - Hortorum libri IV. Paris 1665.pdf",259,https://app.transkribus.org/sites/noscemus/doc/607721?colId=88639,,False,botany
"Redi, Francesco & Frisius, Andreas - Experimenta circa generationem insectorum. Amsterdam 1671.pdf",450,https://app.transkribus.org/sites/noscemus/doc/706101?colId=88639,,False,zoology; scientific method
"Regimontanus, Johannes - De triangulis omnimodis. Nuremberg 1533.pdf",257,https://app.transkribus.org/sites/noscemus/doc/695816?colId=88639,,True,geometry; trigonometry
