review_id,Page/Key,Language,Feature Name,Value_orig,Value_llm,Value_llm5,final_candidate,working_final_value,decision_tier,needs_human_review,review_priority,recommendation_rule,recommendation_support,decision_reason,current_db_value,current_source_revision,current_revision_name,mapped_to_db_feature,is_v6_revision,current_exact_working_final,current_unordered_comma_match,current_missing
R0064,Amsterdam_1626,DUTCH,Intended Audience,"tot vorderinghe, ende oeffeninghe, van alle leergierighe liefhebbers der selver vryer Conste.",van alle leergierighe liefhebbers der selver vryer Conste.,alle leergierighe liefhebbers der selver vryer Conste,van alle leergierighe liefhebbers der selver vryer Conste.,van alle leergierighe liefhebbers der selver vryer Conste.,D_prompt_policy_choice,yes,2,preferred_prompt_conflicts_or_no_consensus,Value_llm,v1/v5 disagree or no consensus; candidate comes from the best prompt by feature/language fallback.,van alle leergierighe liefhebbers der selver vryer Conste,7d8fdc01-b3ec-43de-a654-4cba5ffb6a15,v6,1,1,0,0,0
R0065,Amsterdam_1626,DUTCH,Place in Imprint,AMSTERDAM,Amsterdam,AMSTERDAM,AMSTERDAM,AMSTERDAM,A_confirmed,no,0,manual_supported_by_llm,"Value_llm,Value_llm5",Manual value is supported by v1 or v5.,AMSTERDAM,7d8fdc01-b3ec-43de-a654-4cba5ffb6a11,v6,1,1,1,1,0
R0066,Amsterdam_1626,DUTCH,Publisher in Imprint,Willem Iansz. Blaeuw,Willem Iansz. Blaeuw,Willem Iansz. Blaeuw,Willem Iansz. Blaeuw,Willem Iansz. Blaeuw,A_confirmed,no,0,manual_supported_by_llm,"Value_llm,Value_llm5",Manual value is supported by v1 or v5.,"Willem Iansz. Blaeuw op’t Water, in de vergulde Sonnewijser",7d8fdc01-b3ec-43de-a654-4cba5ffb6a12,v6,1,1,0,0,0
R0067,Amsterdam_1626,DUTCH,Verbs,"Overgheset, verclaert, ende uytgheleyt,","Overgheset, verclaert, ende uytgheleyt, Van nieus over-sien, ende verbetert","over-sien, verbetert","Overgheset, verclaert, ende uytgheleyt, Van nieus over-sien, ende verbetert","Overgheset, verclaert, ende uytgheleyt, Van nieus over-sien, ende verbetert",D_prompt_policy_choice,yes,2,preferred_prompt_conflicts_or_no_consensus,Value_llm,v1/v5 disagree or no consensus; candidate comes from the best prompt by feature/language fallback.,"over-sien, verbetert",7d8fdc01-b3ec-43de-a654-4cba5ffb6a09,v6,1,1,0,0,0
R0068,Amsterdam_1634,"GERMAN, LATIN",Adapter Attribution,Sebastianum Curtium,Sebastianum Curtium,Sebastianum Curtium,Sebastianum Curtium,Sebastianum Curtium,A_confirmed,no,0,manual_supported_by_llm,"Value_llm,Value_llm5",Manual value is supported by v1 or v5.,H. Ioann Petersz,7d8fdc01-b3ec-43de-a654-4cba5ffb6a01,v6,1,1,0,0,0
R0070,Amsterdam_1634,"GERMAN, LATIN",Adapter Description,Arithmeticum & G. Verordneten Inspectorn vnd Visitatorn der Teuschen Schuln in Nürnberg.,Arithmeticum,Arithmeticum & G. Verordneten Inspectorn vnd Visitatorn der Teuschen Schuln,Arithmeticum & G. Verordneten Inspectorn vnd Visitatorn der Teuschen Schuln,Arithmeticum & G. Verordneten Inspectorn vnd Visitatorn der Teuschen Schuln,D_prompt_policy_choice,yes,2,preferred_prompt_conflicts_or_no_consensus,Value_llm5,v1/v5 disagree or no consensus; candidate comes from the best prompt by feature/language fallback.,Arithmeticum,7d8fdc01-b3ec-43de-a654-4cba5ffb6a03,v6,1,1,0,0,0
R0071,Amsterdam_1634,"GERMAN, LATIN",Base Content,Die sechs ersten Bücher EVCLIDIS,Die sechs ersten Bücher EVCLIDIS,sechs ersten Bücher EVCLIDIS,Die sechs ersten Bücher EVCLIDIS,Die sechs ersten Bücher EVCLIDIS,A_confirmed,no,0,manual_supported_by_llm,Value_llm,Manual value is supported by v1 or v5.,"Die sechs ersten Bücher EVCLIDIS, Dess hochgelährten weit-berümbten, Griechischen Philosophi vnd Mathematici: Von den Anfängen vnd fundamenten der Geometriæ",7d8fdc01-b3ec-43de-a654-4cba5ffb6a05,v6,1,1,0,0,0
R0072,Amsterdam_1634,"GERMAN, LATIN",Base Content Description,Von den Anfängen vnd fundamenten der Geometriæ,"Dess hochgelährten weit-berümbten, Griechischen Philosophi vnd Mathematici: Von den Anfängen vnd fundamenten der Geometriæ. Dabey dann mancherley auss diesen Büchern gezogene Nutzbarkeiten angefüget seind: sammt den Speciebus in Geometrischen Figuren, alss machen, verändern,
zusammenfügen, abziehen, vielfältigen vnd theilen: Per Demonstra-tiones Lineales.","Per Demonstra-tiones Lineales, Auss H. Ioann Petersz Dou Niderländischen andern Edition verteutscht, Durch Sebastianum Curtium, Arithmeticum &
G. Verordneten Inspectorn vnd Visitatorn der Teuschen Schuln in Nürnberg","Per Demonstra-tiones Lineales, Auss H. Ioann Petersz Dou Niderländischen andern Edition verteutscht, Durch Sebastianum Curtium, Arithmeticum &
G. Verordneten Inspectorn vnd Visitatorn der Teuschen Schuln in Nürnberg","Per Demonstra-tiones Lineales, Auss H. Ioann Petersz Dou Niderländischen andern Edition verteutscht, Durch Sebastianum Curtium, Arithmeticum &
G. Verordneten Inspectorn vnd Visitatorn der Teuschen Schuln in Nürnberg",D_prompt_policy_choice,yes,2,preferred_prompt_conflicts_or_no_consensus,Value_llm5,v1/v5 disagree or no consensus; candidate comes from the best prompt by feature/language fallback.,"Dess hochgelährten weit-berümbten, Griechischen Philosophi vnd Mathematici: Von den Anfängen vnd fundamenten der Geometriæ",7d8fdc01-b3ec-43de-a654-4cba5ffb6a07,v6,1,1,0,0,0
R0074,Amsterdam_1634,"GERMAN, LATIN",Date in Imprint,1634,Im Jahr 1634.,1634,1634,1634,A_confirmed,no,0,manual_supported_by_llm,Value_llm5,Manual value is supported by v1 or v5.,1634,71d1be08-4bb6-47d0-b31b-0c599353e775,v2,1,0,1,1,0
R0076,Amsterdam_1634,"GERMAN, LATIN",Edition Statement,Auss H. Ioann Petersz Dou Niderländischen andern Edition verteutscht,Auss H. Ioann Petersz Dou Niderländischen andern Edition verteutscht,,Auss H. Ioann Petersz Dou Niderländischen andern Edition verteutscht,Auss H. Ioann Petersz Dou Niderländischen andern Edition verteutscht,A_confirmed,no,0,manual_supported_by_llm,Value_llm,Manual value is supported by v1 or v5.,,718a7718-22cf-424e-a7f1-84e9cf1071c6,v1,1,0,0,0,1
R0078,Amsterdam_1634,"GERMAN, LATIN",Enriched With,"mancherley auss diesen Büchern gezogene Nutzbarkeiten, Speciebus in Geometrischen Figuren, alss machen, verändern, zusammenfügen, abziehen, vielfältigen vnd theilen, Per Demonstra-tiones Lineales","Speciebus in Geometrischen Figuren, Per Demonstra-tiones Lineales, Nutzbarkeiten","Speciebus in Geometrischen Figuren, Per Demonstra-tiones Lineales","Speciebus in Geometrischen Figuren, Per Demonstra-tiones Lineales, Nutzbarkeiten","Speciebus in Geometrischen Figuren, Per Demonstra-tiones Lineales, Nutzbarkeiten",D_prompt_policy_choice,yes,2,preferred_prompt_conflicts_or_no_consensus,Value_llm,v1/v5 disagree or no consensus; candidate comes from the best prompt by feature/language fallback.,"Dabey dann mancherley auss diesen Büchern gezogene Nutzbarkeiten angefüget seind, Per Demonstra-tiones Lineales",7d8fdc01-b3ec-43de-a654-4cba5ffb6a08,v6,1,1,0,0,0
R0079,Amsterdam_1634,"GERMAN, LATIN",Euclid Description,"Dess hochgelährten weit-berümbten, Griechischen Philosophi vnd Mathematici","Dess hochgelährten weit-berümbten, Griechischen Philosophi vnd Mathematici","hochgelährten weit-berümbten, Griechischen Philosophi vnd Mathematici","Dess hochgelährten weit-berümbten, Griechischen Philosophi vnd Mathematici","Dess hochgelährten weit-berümbten, Griechischen Philosophi vnd Mathematici",A_confirmed,no,0,manual_supported_by_llm,Value_llm,Manual value is supported by v1 or v5.,"Dess hochgelährten weit-berümbten, Griechischen Philosophi vnd Mathematici",f8f833bf-6d05-46d6-8468-e2f6fe52f105,v2,1,0,1,1,0
R0080,Amsterdam_1634,"GERMAN, LATIN",Euclid References,EVCLIDIS,EVCLIDIS,EVCLIDIS,EVCLIDIS,EVCLIDIS,A_confirmed,no,0,manual_supported_by_llm,"Value_llm,Value_llm5",Manual value is supported by v1 or v5.,EVCLIDIS,7d8fdc01-b3ec-43de-a654-4cba5ffb6a13,v6,1,1,1,1,0
R0081,Amsterdam_1634,"GERMAN, LATIN",Explicit Language References,"Niderländischen, verteutscht",Niderländischen,"Griechischen, Niderländischen","Griechischen, Niderländischen","Griechischen, Niderländischen",D_prompt_policy_choice,yes,2,preferred_prompt_conflicts_or_no_consensus,Value_llm5,v1/v5 disagree or no consensus; candidate comes from the best prompt by feature/language fallback.,"Griechischen, Niderländischen",7d8fdc01-b3ec-43de-a654-4cba5ffb6a10,v6,1,1,1,1,0
R0082,Amsterdam_1634,"GERMAN, LATIN",Institutions,Teuschen Schuln in Nürnberg,Teuschen Schuln in Nürnberg,Teuschen Schuln,Teuschen Schuln in Nürnberg,Teuschen Schuln in Nürnberg,A_confirmed,no,0,manual_supported_by_llm,Value_llm,Manual value is supported by v1 or v5.,Teuschen Schuln,7d8fdc01-b3ec-43de-a654-4cba5ffb6a14,v6,1,1,0,0,0
R0085,Amsterdam_1634,"GERMAN, LATIN",Place in Imprint,Amsterdam,Amsterdam,Amsterdam,Amsterdam,Amsterdam,A_confirmed,no,0,manual_supported_by_llm,"Value_llm,Value_llm5",Manual value is supported by v1 or v5.,Amsterdam,7d8fdc01-b3ec-43de-a654-4cba5ffb6a11,v6,1,1,1,1,0
R0086,Amsterdam_1634,"GERMAN, LATIN",Publisher in Imprint,Ioann Iansz,Ioann Iansz.,Ioann Iansz,Ioann Iansz,Ioann Iansz,A_confirmed,no,0,manual_supported_by_llm,Value_llm5,Manual value is supported by v1 or v5.,Ioann Iansz,7d8fdc01-b3ec-43de-a654-4cba5ffb6a12,v6,1,1,1,1,0
R0087,Amsterdam_1634,"GERMAN, LATIN",Verbs,"verteutscht, angefüget","verteutscht, angefüget",verteutscht,"verteutscht, angefüget","verteutscht, angefüget",A_confirmed,no,0,manual_supported_by_llm,Value_llm,Manual value is supported by v1 or v5.,verteutscht,7d8fdc01-b3ec-43de-a654-4cba5ffb6a09,v6,1,1,0,0,0
R0088,Amsterdam_1660,DUTCH,Adapter Attribution,JACOB WILLEMSZ. VERROOTEN van Haerlem.,JACOB WILLEMSZ,JACOB WILLEMSZ. VERROOTEN,JACOB WILLEMSZ,JACOB WILLEMSZ,D_prompt_policy_choice,yes,2,preferred_prompt_conflicts_or_no_consensus,Value_llm,v1/v5 disagree or no consensus; candidate comes from the best prompt by feature/language fallback.,JACOB WILLEMSZ,7d8fdc01-b3ec-43de-a654-4cba5ffb6a01,v6,1,1,1,1,0
R0092,Amsterdam_1660,DUTCH,Base Content,EUKLIDES SES EERSTE BOEKKEN,"EUKLIDES
SES EERSTE
BOEKKEN,",SES EERSTE BOEKKEN,SES EERSTE BOEKKEN,SES EERSTE BOEKKEN,D_prompt_policy_choice,yes,2,preferred_prompt_conflicts_or_no_consensus,Value_llm5,v1/v5 disagree or no consensus; candidate comes from the best prompt by feature/language fallback.,"SES EERSTE BOEKKEN, Van de Beginselen der WISKONSTEN",7d8fdc01-b3ec-43de-a654-4cba5ffb6a05,v6,1,1,0,0,0
R0093,Amsterdam_1660,DUTCH,Base Content Description,Van de Beginselen der WISKONSTEN,"Van de Beginselen der
WISKONSTEN.",Van de Beginselen der WISKONSTEN,Van de Beginselen der WISKONSTEN,Van de Beginselen der WISKONSTEN,A_confirmed,no,0,manual_supported_by_llm,Value_llm5,Manual value is supported by v1 or v5.,Van de Beginselen der WISKONSTEN,7d8fdc01-b3ec-43de-a654-4cba5ffb6a07,v6,1,1,1,1,0
R0094,Amsterdam_1660,DUTCH,Date in Imprint,1660,1660,1660,1660,1660,A_confirmed,no,0,manual_supported_by_llm,"Value_llm,Value_llm5",Manual value is supported by v1 or v5.,1660,71d1be08-4bb6-47d0-b31b-0c599353e775,v2,1,0,1,1,0
R0097,Amsterdam_1660,DUTCH,Euclid References,EUKLIDES,EUKLIDES,EUKLIDES,EUKLIDES,EUKLIDES,A_confirmed,no,0,manual_supported_by_llm,"Value_llm,Value_llm5",Manual value is supported by v1 or v5.,EUKLIDES,7d8fdc01-b3ec-43de-a654-4cba5ffb6a13,v6,1,1,1,1,0
R0098,Amsterdam_1660,DUTCH,Explicit Language References,Neerduyts,,,Neerduyts,Neerduyts,B_keep_manual_no_llm,sample,3,manual_only_no_llm_value,Value_orig,Manual value exists and both v1/v5 are empty; keep manual unless sampled review shows this feature is unreliable.,Neerduyts,7d8fdc01-b3ec-43de-a654-4cba5ffb6a10,v6,1,1,1,1,0
R0099,Amsterdam_1660,DUTCH,Place in Imprint,AMSTELDAM,"t’AMSTELDAM,",t’AMSTELDAM,t’AMSTELDAM,t’AMSTELDAM,D_prompt_policy_choice,yes,2,preferred_prompt_conflicts_or_no_consensus,Value_llm5,v1/v5 disagree or no consensus; candidate comes from the best prompt by feature/language fallback.,t’AMSTELDAM,7d8fdc01-b3ec-43de-a654-4cba5ffb6a11,v6,1,1,1,1,0
R0100,Amsterdam_1660,DUTCH,Publisher in Imprint,JOANNES van RAVESTEYN,JOANNES van RAVESTEYN,JOANNES van RAVESTEYN,JOANNES van RAVESTEYN,JOANNES van RAVESTEYN,A_confirmed,no,0,manual_supported_by_llm,"Value_llm,Value_llm5",Manual value is supported by v1 or v5.,JOANNES van RAVESTEYN,7d8fdc01-b3ec-43de-a654-4cba5ffb6a12,v6,1,1,1,1,0
R0101,Amsterdam_1660,DUTCH,Verbs,vertaald,vertaald,vertaald,vertaald,vertaald,A_confirmed,no,0,manual_supported_by_llm,"Value_llm,Value_llm5",Manual value is supported by v1 or v5.,vertaald,7d8fdc01-b3ec-43de-a654-4cba5ffb6a09,v6,1,1,1,1,0
R0102,Amsterdam_1662,DUTCH,Adapter Attribution,FRANS VAN SCHOTEN,FRANS VAN SCHOTEN,FRANS VAN SCHOTEN,FRANS VAN SCHOTEN,FRANS VAN SCHOTEN,A_confirmed,no,0,manual_supported_by_llm,"Value_llm,Value_llm5",Manual value is supported by v1 or v5.,FRANS VAN SCHOTEN,7d8fdc01-b3ec-43de-a654-4cba5ffb6a01,v6,1,1,1,1,0
R0104,Amsterdam_1662,DUTCH,Adapter Description,Professer Matheseos,Professer Matheseos der Hooge Schoole tot Leyden,Professer Matheseos der Hooge Schoole tot Leyden,Professer Matheseos der Hooge Schoole tot Leyden,Professer Matheseos der Hooge Schoole tot Leyden,C_llm_agreement_overrides_manual,sample,1,v1_v5_agree_conflicts_with_manual,"Value_llm,Value_llm5","v1 and v5 agree with each other but conflict with manual; use LLM agreement as likely cleanup, but sample-review this assumption.",in sijn leven Professer Matheseos der Hooge Schoole tot Leyden,7d8fdc01-b3ec-43de-a654-4cba5ffb6a03,v6,1,1,0,0,0
R0105,Amsterdam_1662,DUTCH,Base Content,De 15 Boecken der ELEMENTEN Van Euclidis.,De 15 Boecken der ELEMENTEN Van Euclidis,ELEMENTEN Van Euclidis,ELEMENTEN Van Euclidis,ELEMENTEN Van Euclidis,D_prompt_policy_choice,yes,2,preferred_prompt_conflicts_or_no_consensus,Value_llm5,v1/v5 disagree or no consensus; candidate comes from the best prompt by feature/language fallback.,De 15 Boecken der ELEMENTEN Van Euclidis,7d8fdc01-b3ec-43de-a654-4cba5ffb6a05,v6,1,1,0,0,0
R0106,Amsterdam_1662,DUTCH,Base Content Description,Met korte verk-laringen eeniger Propositien,"Met korte verk-laringen eeniger Propositien, met een Aenhanghsel der Fondamenten vande Mathematische Namen ende Coracteren",Met korte verk-laringen eeniger Propositien,Met korte verk-laringen eeniger Propositien,Met korte verk-laringen eeniger Propositien,A_confirmed,no,0,manual_supported_by_llm,Value_llm5,Manual value is supported by v1 or v5.,Met korte verk-laringen eeniger Propositien,7d8fdc01-b3ec-43de-a654-4cba5ffb6a07,v6,1,1,1,1,0
R0107,Amsterdam_1662,DUTCH,Bound With,het sesthiende Boeck van Christophoro Clavio,het sesthiende Boeck van Christophoro Clavio,,het sesthiende Boeck van Christophoro Clavio,het sesthiende Boeck van Christophoro Clavio,A_confirmed,no,0,manual_supported_by_llm,Value_llm,Manual value is supported by v1 or v5.,"het sesthiende Boeck van Christophoro Clavio, trouwelijck uyt Latijn Vertaelt",7d8fdc01-b3ec-43de-a654-4cba5ffb6a18,v6,1,1,0,0,0
R0110,Amsterdam_1662,DUTCH,Date in Imprint,1662,1662,1662,1662,1662,A_confirmed,no,0,manual_supported_by_llm,"Value_llm,Value_llm5",Manual value is supported by v1 or v5.,1662,71d1be08-4bb6-47d0-b31b-0c599353e775,v2,1,0,1,1,0
R0112,Amsterdam_1662,DUTCH,Edition Statement,"En nu vergroot deor J. V. L. met het sesthiende Boeck van Christophoro Clavio, trouwelijck uyt Latijn Vertaelt, ende met een Aenhanghsel der Fondamenten vande Mathematische Namen ende Coracteren verrijckt, in dese Const gebruykelijck tot gerief der Aencomelingen.","En nu vergroot deor J. V. L. met het sesthiende Boeck van Christophoro Clavio, trouwelijck uyt Latijn Vertaalt, ende met een Aenhanghsel der Fondamenten vande Mathematische Namen ende Coracteren verrijckt",vergroot deor J. V. L,"En nu vergroot deor J. V. L. met het sesthiende Boeck van Christophoro Clavio, trouwelijck uyt Latijn Vertaalt, ende met een Aenhanghsel der Fondamenten vande Mathematische Namen ende Coracteren verrijckt","En nu vergroot deor J. V. L. met het sesthiende Boeck van Christophoro Clavio, trouwelijck uyt Latijn Vertaalt, ende met een Aenhanghsel der Fondamenten vande Mathematische Namen ende Coracteren verrijckt",D_prompt_policy_choice,yes,2,preferred_prompt_conflicts_or_no_consensus,Value_llm,v1/v5 disagree or no consensus; candidate comes from the best prompt by feature/language fallback.,"En nu vergroot deor J. V. L. met het sesthiende Boeck van Christophoro Clavio, trouwelijck uyt Latijn Vertaelt, ende met een Aenhanghsel der Fondamenten vande Mathematische Namen ende Coracteren verrijckt",718a7718-22cf-424e-a7f1-84e9cf1071c6,v1,1,0,0,0,0
R0114,Amsterdam_1662,DUTCH,Enriched With,"korte verk-laringen eeniger Propositien, met een Aenhanghsel der Fondamenten vande Mathematische Namen ende Coracteren verrijckt","Met korte verk-laringen eeniger Propositien, een Aenhanghsel der Fondamenten vande Mathematische Namen ende Coracteren","een Aenhanghsel der Fondamenten vande Mathematische Namen ende Coracteren, Met korte verk-laringen eeniger Propositien","een Aenhanghsel der Fondamenten vande Mathematische Namen ende Coracteren, Met korte verk-laringen eeniger Propositien","een Aenhanghsel der Fondamenten vande Mathematische Namen ende Coracteren, Met korte verk-laringen eeniger Propositien",D_prompt_policy_choice,yes,2,preferred_prompt_conflicts_or_no_consensus,Value_llm5,v1/v5 disagree or no consensus; candidate comes from the best prompt by feature/language fallback.,"Met korte verk-laringen eeniger Propositien, een Aenhanghsel der Fondamenten vande Mathematische Namen ende Coracteren",7d8fdc01-b3ec-43de-a654-4cba5ffb6a08,v6,1,1,0,1,0
R0115,Amsterdam_1662,DUTCH,Euclid References,Euclidis,Euclidis,Euclidis,Euclidis,Euclidis,A_confirmed,no,0,manual_supported_by_llm,"Value_llm,Value_llm5",Manual value is supported by v1 or v5.,Euclidis,7d8fdc01-b3ec-43de-a654-4cba5ffb6a13,v6,1,1,1,1,0
R0116,Amsterdam_1662,DUTCH,Explicit Language References,Latijn,Latijn,Latijn,Latijn,Latijn,A_confirmed,no,0,manual_supported_by_llm,"Value_llm,Value_llm5",Manual value is supported by v1 or v5.,Latijn,7d8fdc01-b3ec-43de-a654-4cba5ffb6a10,v6,1,1,1,1,0
R0117,Amsterdam_1662,DUTCH,Institutions,Hooge Schoole tot Leyden,Hooge Schoole tot Leyden,Hooge Schoole tot Leyden,Hooge Schoole tot Leyden,Hooge Schoole tot Leyden,A_confirmed,no,0,manual_supported_by_llm,"Value_llm,Value_llm5",Manual value is supported by v1 or v5.,Hooge Schoole tot Leyden,7d8fdc01-b3ec-43de-a654-4cba5ffb6a14,v6,1,1,1,1,0
R0118,Amsterdam_1662,DUTCH,Intended Audience,Aencomelingen,,,Aencomelingen,Aencomelingen,B_keep_manual_no_llm,sample,3,manual_only_no_llm_value,Value_orig,Manual value exists and both v1/v5 are empty; keep manual unless sampled review shows this feature is unreliable.,,7d8fdc01-b3ec-43de-a654-4cba5ffb6a15,v6,1,1,0,0,1
R0119,Amsterdam_1662,DUTCH,Other Educational Authorities,Christophoro Clavio,Christophoro Clavio,Christophoro Clavio,Christophoro Clavio,Christophoro Clavio,A_confirmed,no,0,manual_supported_by_llm,"Value_llm,Value_llm5",Manual value is supported by v1 or v5.,Christophoro Clavio,7d8fdc01-b3ec-43de-a654-4cba5ffb6a16,v6,1,1,1,1,0
R0120,Amsterdam_1662,DUTCH,Place in Imprint,’AMSTERDAM,AMSTERDAM,AMSTERDAM,AMSTERDAM,AMSTERDAM,C_llm_agreement_overrides_manual,sample,1,v1_v5_agree_conflicts_with_manual,"Value_llm,Value_llm5","v1 and v5 agree with each other but conflict with manual; use LLM agreement as likely cleanup, but sample-review this assumption.",t’AMSTERDAM,7d8fdc01-b3ec-43de-a654-4cba5ffb6a11,v6,1,1,0,0,0
R0121,Amsterdam_1662,DUTCH,Publisher in Imprint,Iacob van Leest,Iacob van Leest,Iacob van Leest,Iacob van Leest,Iacob van Leest,A_confirmed,no,0,manual_supported_by_llm,"Value_llm,Value_llm5",Manual value is supported by v1 or v5.,op ’t Water in de Blaeuwe Kroon,7d8fdc01-b3ec-43de-a654-4cba5ffb6a12,v6,1,1,0,0,0
R0122,Amsterdam_1662,DUTCH,Verbs,"Overgeset, vergroot, verrijckt, Vertaelt","Overgeset, vergroot, verrijckt","Overgeset, Vertaelt, vergroot, verrijckt","Overgeset, vergroot, verrijckt","Overgeset, vergroot, verrijckt",D_prompt_policy_choice,yes,2,preferred_prompt_conflicts_or_no_consensus,Value_llm,v1/v5 disagree or no consensus; candidate comes from the best prompt by feature/language fallback.,"Overgeset, vergroot, verrijckt, Vertaelt",7d8fdc01-b3ec-43de-a654-4cba5ffb6a09,v6,1,1,0,0,0
